Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,User_Count,Developer,Rating,Platform
Disgaea 3: Absence of Justice,2008,Role-Playing,Square Enix,330000.0,30000.0,110000.0,40000.0,520000.0,78,75.0,150.0,Nippon Ichi Software,T,PS3
Disgaea 4: A Promise Unforgotten,2011,Role-Playing,Nippon Ichi Software,270000.0,110000.0,140000.0,50000.0,570000.0,80,78.0,126.0,Nippon Ichi Software,T,PS3
Disgaea 5: Alliance of Vengeance,2015,Role-Playing,Nippon Ichi Software,110000.0,80000.0,60000.0,40000.0,290000.0,80,81.0,173.0,Nippon Ichi Software,T,PS4
Disgaea D2: A Brighter Darkness,2013,Role-Playing,Nippon Ichi Software,90000.0,0.0,100000.0,20000.0,210000.0,74,81.0,61.0,Nippon Ichi Software,T,PS3
Disgaea DS,2008,Role-Playing,Square Enix,110000.0,10000.0,50000.0,10000.0,180000.0,82,75.0,35.0,Nippon Ichi Software,T,DS
Disgaea Infinite,2010,Adventure,Nippon Ichi Software,70000.0,0.0,10000.0,10000.0,90000.0,64,44.0,40.0,Nippon Ichi Software,T,PSP
Disgaea: Afternoon of Darkness,2006,Role-Playing,Tecmo Koei,150000.0,10000.0,40000.0,20000.0,230000.0,87,82.0,69.0,Nippon Ichi Software,T,PSP
Disgaea: Hour of Darkness,2003,Role-Playing,Tecmo Koei,160000.0,130000.0,0.0,40000.0,330000.0,84,89.0,74.0,Nippon Ichi Software,T,PS2
Dishonored,2012,Action,Bethesda Softworks,1060000.0,500000.0,10000.0,140000.0,1710000.0,88,79.0,815.0,Arkane Studios,M,"X360,PS3"
Disney Golf,2002,Sports,Electronic Arts,70000.0,60000.0,20000.0,20000.0,170000.0,72,83.0,7.0,T&E Soft,E,PS2
Disney Guilty Party,2010,Misc,Disney Interactive Studios,420000.0,0.0,0.0,30000.0,450000.0,78,80.0,4.0,Wideload Games Inc.,E,Wii
Disney Infinity,2013,Action,Disney Interactive Studios,490000.0,320000.0,0.0,160000.0,970000.0,75,59.0,47.0,Avalanche Software,E10+,"PS3,X360,WiiU"
Disney Magical World,2013,Adventure,Nintendo,170000.0,200000.0,530000.0,30000.0,920000.0,71,75.0,21.0,h.a.n.d. Inc.,E,3DS
Disney Sing It,2008,Misc,Disney Interactive Studios,390000.0,10000.0,0.0,30000.0,430000.0,53,52.0,6.0,Zoe Mode,E,"X360,PS3"
Disney Sports Skateboarding,2002,Sports,Konami Digital Entertainment,50000.0,10000.0,0.0,0.0,60000.0,36,47.0,6.0,KCEO,E,GC
Disney Universe,2011,Action,Disney Interactive Studios,370000.0,140000.0,0.0,50000.0,570000.0,66,53.0,13.0,Eurocom Entertainment Software,E10+,"X360,Wii,PS3"
Disney's A Christmas Carol,2009,Adventure,Disney Interactive Studios,210000.0,10000.0,0.0,20000.0,230000.0,66,65.0,4.0,Sumo Digital,E,DS
Disney's Aladdin in Nasira's Revenge,2000,Action,Sony Computer Entertainment,50000.0,40000.0,0.0,10000.0,90000.0,61,83.0,7.0,Argonaut Games,E,PS
Disney's Atlantis: The Lost Empire,2001,Platform,Sony Computer Entertainment,100000.0,70000.0,0.0,10000.0,170000.0,73,85.0,6.0,Eurocom Entertainment Software,E,PS
Disney's Chicken Little,2005,Platform,Disney Interactive Studios,320000.0,250000.0,0.0,80000.0,650000.0,60,89.0,7.0,Avalanche Software,E10+,PS2
Disney's Donald Duck: Goin' Quackers,2002,Platform,Ubisoft,30000.0,10000.0,0.0,0.0,40000.0,61,30.0,4.0,Ubisoft Montreal,E,"GC,PS2,PS"
Disney's Extreme Skate Adventure,2003,Sports,Activision,80000.0,20000.0,0.0,0.0,110000.0,76,83.0,7.0,Toys for Bob,E,"XB,PS2,GC"
Disney's Kim Possible 3: Team Possible,2005,Platform,Disney Interactive Studios,330000.0,120000.0,0.0,10000.0,460000.0,76,77.0,6.0,Artificial Mind and Movement,E,GBA
Disney's Kim Possible: Kimmunicator,2005,Platform,Disney Interactive Studios,110000.0,10000.0,0.0,10000.0,130000.0,61,75.0,4.0,Artificial Mind and Movement,E,DS
Disney's Kim Possible: Revenge of Monkey Fist,2002,Platform,THQ,370000.0,140000.0,0.0,10000.0,510000.0,62,88.0,8.0,Digital Eclipse,E,GBA
Disney's Magical Mirror Starring Mickey Mouse,2002,Adventure,Nintendo,150000.0,40000.0,0.0,10000.0,190000.0,50,89.0,10.0,Capcom,E,GC
Disney's Meet the Robinsons,2007,Action,Disney Interactive Studios,170000.0,0.0,0.0,10000.0,190000.0,62,63.0,4.0,Buena Vista Games,E10+,Wii
Disney's PK: Out of the Shadows,2002,Platform,Ubisoft,60000.0,50000.0,0.0,20000.0,120000.0,49,50.0,4.0,Ubisoft,E,PS2
Disney's Party,2002,Misc,Electronic Arts,40000.0,10000.0,0.0,0.0,50000.0,39,78.0,5.0,Neverland,E,GC
Disney's Planes,2013,Simulation,Disney Interactive Studios,140000.0,40000.0,0.0,20000.0,200000.0,51,53.0,9.0,Behaviour Interactive,E,WiiU
Disney's Stitch: Experiment 626,2002,Action,Sony Computer Entertainment,150000.0,120000.0,0.0,40000.0,310000.0,59,78.0,4.0,High Voltage Software,E,PS2
Disney's Tarzan Untamed,2001,Platform,Ubisoft,140000.0,40000.0,0.0,0.0,180000.0,61,74.0,8.0,Ubisoft Montreal,E,"GC,PS2"
Disney's The Emperor's New Groove,2000,Platform,Sony Computer Entertainment,170000.0,120000.0,0.0,20000.0,310000.0,66,72.0,6.0,Disney Interactive,E,PS
Disney's The Lion King: Simba's Mighty Adventure,2000,Action,Activision,80000.0,60000.0,0.0,10000.0,150000.0,30,69.0,9.0,Paradox Development,E,PS
Dissidia 012: Duodecim Final Fantasy,2011,Fighting,Square Enix,210000.0,120000.0,460000.0,80000.0,880000.0,78,83.0,144.0,Square Enix,T,PSP
Dissidia: Final Fantasy,2008,Fighting,Square Enix,510000.0,500000.0,910000.0,310000.0,2230000.0,79,80.0,139.0,Square Enix,T,PSP
Divinity II: Ego Draconis,2009,Role-Playing,DTP Entertainment,10000.0,50000.0,0.0,10000.0,70000.0,72,77.0,125.0,Larian Studios,M,"PC,X360"
Divinity II: Flames of Vengeance,2010,Role-Playing,DTP Entertainment,0.0,20000.0,0.0,10000.0,30000.0,72,83.0,15.0,Larian Studios,M,PC
Divinity II: The Dragon Knight Saga,2010,Role-Playing,Focus Home Interactive,110000.0,20000.0,0.0,10000.0,130000.0,72,78.0,50.0,Larian Studios,M,X360
Divinity: Original Sin,2014,Role-Playing,Focus Home Interactive,0.0,20000.0,0.0,0.0,20000.0,87,87.0,2089.0,Larian Studios,M,PC
DmC: Devil May Cry,2013,Action,Capcom,240000.0,260000.0,190000.0,100000.0,790000.0,85,53.0,1471.0,Ninja Theory,M,"PS3,X360"
Doctor Lautrec and the Forgotten Knights,2011,Adventure,Konami Digital Entertainment,70000.0,50000.0,30000.0,10000.0,160000.0,53,61.0,8.0,WinkySoft,E10+,3DS
Dog's Life,2003,Adventure,Sony Computer Entertainment,210000.0,160000.0,0.0,50000.0,420000.0,64,31.0,157.0,Frontier Developments,T,PS2
Dokapon Journey,2008,Role-Playing,Sting,50000.0,0.0,0.0,0.0,50000.0,60,70.0,8.0,Suzak,E10+,DS
Dokapon Kingdom,2007,Role-Playing,Sting,50000.0,40000.0,20000.0,10000.0,110000.0,61,65.0,8.0,Sting,E10+,"PS2,Wii"
Doki-Doki Universe,2013,Adventure,Sony Computer Entertainment,0.0,10000.0,0.0,0.0,10000.0,66,57.0,16.0,SCEA,E10+,PSV
Dokuro,2012,Action,GungHo,0.0,0.0,10000.0,0.0,10000.0,76,80.0,18.0,Game Arts,E10+,PSV
Don Bradman Cricket 14,2014,Sports,Tru Blu Entertainment,0.0,10000.0,0.0,0.0,10000.0,73,69.0,55.0,Big Ant Studios,E,"PS3,PS4"
Don King Boxing,2009,Sports,Take-Two Interactive,60000.0,10000.0,0.0,10000.0,80000.0,71,78.0,5.0,Venom Games,T,DS
Don King Presents: Prizefighter,2008,Sports,Take-Two Interactive,140000.0,80000.0,0.0,20000.0,250000.0,56,64.0,29.0,Venom Games,T,X360
Donkey Kong Barrel Blast,2007,Racing,Nintendo,190000.0,260000.0,110000.0,60000.0,620000.0,46,68.0,26.0,Paon Corporation,E,Wii
Donkey Kong Country,2003,Platform,Nintendo,1200000.0,480000.0,290000.0,70000.0,2040000.0,78,89.0,53.0,Rare Ltd.,E,GBA
Donkey Kong Country 2,2004,Platform,Nintendo,790000.0,270000.0,120000.0,40000.0,1230000.0,80,91.0,37.0,Rare Ltd.,E,GBA
Donkey Kong Country 3,2005,Platform,Nintendo,450000.0,170000.0,140000.0,10000.0,770000.0,77,84.0,27.0,Rare Ltd.,E,GBA
Donkey Kong Country Returns,2010,Platform,Nintendo,3170000.0,1790000.0,1030000.0,460000.0,6440000.0,87,86.0,368.0,Retro Studios,E,Wii
Donkey Kong Country: Tropical Freeze,2014,Platform,Nintendo,700000.0,550000.0,160000.0,120000.0,1520000.0,83,89.0,712.0,Retro Studios,E,WiiU
Donkey Kong Jungle Beat,2004,Platform,Nintendo,840000.0,220000.0,240000.0,40000.0,1340000.0,80,83.0,30.0,Nintendo,E10+,GC
Donkey Konga,2003,Misc,Nintendo,500000.0,160000.0,460000.0,30000.0,1150000.0,76,83.0,21.0,Namco,E,GC
Donkey Konga 2,2004,Misc,Nintendo,300000.0,80000.0,0.0,10000.0,390000.0,69,60.0,9.0,Namco,T,GC
Doom,1992,Shooter,id Software,20000.0,0.0,0.0,0.0,30000.0,85,82.0,1796.0,id Software,M,"PC,GBA"
Doom (2016),2016,Shooter,Bethesda Softworks,70000.0,130000.0,0.0,20000.0,210000.0,85,85.0,2552.0,id Software,M,"PC,XOne"
Doom 3,2005,Shooter,Activision,850000.0,430000.0,0.0,60000.0,1340000.0,88,74.0,116.0,Vicarious Visions,M,"XB,PC"
Doom 3 BFG Edition,2012,Shooter,Bethesda Softworks,280000.0,150000.0,0.0,40000.0,470000.0,67,65.0,132.0,id Software,M,"X360,PC,PS3"
Doom 3: Resurrection of Evil,2005,Shooter,Activision,530000.0,150000.0,0.0,30000.0,710000.0,77,79.0,16.0,"id Software, Nerve Software",M,XB
Dora The Explorer: Dora Saves the Snow Princess,2008,Platform,Take-Two Interactive,490000.0,20000.0,0.0,40000.0,550000.0,47,70.0,5.0,High Voltage Software,E,Wii
Double Dragon Advance,2003,Action,Atlus,30000.0,10000.0,0.0,0.0,50000.0,75,84.0,5.0,Million,T,GBA
Downhill Domination,2003,Racing,Codemasters,230000.0,180000.0,0.0,60000.0,470000.0,79,89.0,32.0,Incognito Inc.,T,PS2
Dr. Seuss' The Cat in the Hat,2003,Misc,Vivendi Games,270000.0,210000.0,0.0,70000.0,560000.0,56,65.0,8.0,Magenta Software,E,PS2
Draglade,2007,Fighting,505 Games,90000.0,0.0,0.0,10000.0,100000.0,71,75.0,4.0,Dimps Corporation,E10+,DS
Dragon Age II,2011,Action,Electronic Arts,230000.0,330000.0,0.0,80000.0,630000.0,82,45.0,4533.0,BioWare,M,"PC,PS3,X360"
Dragon Age: Inquisition,2014,Role-Playing,Electronic Arts,330000.0,340000.0,0.0,60000.0,730000.0,85,59.0,3926.0,BioWare,M,"PC,XOne,PS4"
Dragon Age: Origins,2009,Role-Playing,Electronic Arts,0.0,460000.0,0.0,50000.0,510000.0,91,86.0,3542.0,BioWare,M,"PC,PS3,X360"
Dragon Ball GT: Transformation,2005,Action,Atari,200000.0,80000.0,0.0,10000.0,280000.0,69,82.0,26.0,Webfoot Technologies,E10+,GBA
Dragon Ball Z for Kinect,2012,Fighting,Namco Bandai Games,10000.0,0.0,0.0,0.0,10000.0,49,21.0,39.0,Spike,T,X360
Dragon Ball Z: Attack of the Saiyans,2009,Role-Playing,Namco Bandai Games,120000.0,20000.0,210000.0,10000.0,360000.0,73,79.0,24.0,Monolith Soft,E10+,DS
Dragon Ball Z: Battle of Z,2014,Fighting,Namco Bandai Games,0.0,40000.0,60000.0,10000.0,110000.0,66,75.0,54.0,Artdink,T,"PSV,X360,PS3"
Dragon Ball Z: Budokai,2003,Fighting,Atari,530000.0,140000.0,0.0,20000.0,690000.0,65,63.0,15.0,Pyramid,T,"GC,PS2"
Dragon Ball Z: Budokai 2,2003,Fighting,Atari,1630000.0,220000.0,510000.0,60000.0,2410000.0,66,82.0,92.0,Dimps Corporation,T,"PS2,GC"
Dragon Ball Z: Budokai 3,2004,Fighting,Atari,1090000.0,150000.0,650000.0,40000.0,1940000.0,77,89.0,137.0,Dimps Corporation,T,PS2
Dragon Ball Z: Budokai Tenkaichi,2005,Fighting,Atari,960000.0,120000.0,540000.0,40000.0,1660000.0,72,84.0,71.0,Spike,T,PS2
Dragon Ball Z: Budokai Tenkaichi 2,2006,Fighting,Atari,240000.0,30000.0,0.0,20000.0,280000.0,72,85.0,40.0,Spike,T,"Wii,PS2"
Dragon Ball Z: Budokai Tenkaichi 3,2007,Fighting,Atari,320000.0,360000.0,260000.0,90000.0,1020000.0,72,84.0,61.0,"Spike, Namco Bandai Games",T,"Wii,PS2"
Dragon Ball Z: Burst Limit,2008,Fighting,Atari,240000.0,180000.0,30000.0,50000.0,490000.0,72,76.0,41.0,"Dimps Corporation, Namco Bandai Games",T,"X360,PS3"
Dragon Ball Z: Buu's Fury,2004,Action,Atari,440000.0,160000.0,0.0,10000.0,610000.0,62,89.0,39.0,Webfoot Technologies,E,GBA
Dragon Ball Z: Collectible Card Game,2002,Misc,Infogrames,330000.0,120000.0,0.0,10000.0,460000.0,62,55.0,4.0,ImaginEngine,E,GBA
Dragon Ball Z: Extreme Butoden,2015,Fighting,Namco Bandai Games,120000.0,30000.0,160000.0,20000.0,330000.0,61,66.0,32.0,Arc System Works,T,3DS
Dragon Ball Z: Harukanaru Densetsu,2007,Role-Playing,Namco Bandai Games,190000.0,0.0,0.0,20000.0,200000.0,57,62.0,10.0,Bec,E,DS
Dragon Ball Z: Infinite World,2008,Fighting,Namco Bandai Games,80000.0,60000.0,210000.0,20000.0,360000.0,48,79.0,37.0,Dimps Corporation,T,PS2
Dragon Ball Z: Sagas,2005,Fighting,Atari,380000.0,10000.0,0.0,60000.0,460000.0,49,54.0,29.0,Avalanche Software,T,"PS2,XB,GC"
Dragon Ball Z: Shin Budokai,2006,Fighting,Atari,260000.0,80000.0,130000.0,70000.0,540000.0,70,81.0,19.0,Dimps Corporation,T,PSP
Dragon Ball Z: Supersonic Warriors,2004,Fighting,Atari,360000.0,130000.0,0.0,10000.0,510000.0,73,70.0,21.0,Arc System Works,T,GBA
Dragon Ball Z: Supersonic Warriors 2,2005,Fighting,Atari,130000.0,20000.0,320000.0,20000.0,490000.0,66,76.0,28.0,Arc System Works,E10+,DS
Dragon Ball Z: Taiketsu,2003,Fighting,Atari,770000.0,290000.0,0.0,20000.0,1080000.0,40,61.0,22.0,Webfoot Technologies,T,GBA
Dragon Ball Z: Tenkaichi Tag Team,2010,Fighting,Namco Bandai Games,110000.0,30000.0,90000.0,30000.0,260000.0,63,86.0,20.0,Spike,T,PSP
Dragon Ball Z: The Legacy of Goku,2002,Role-Playing,Infogrames,1520000.0,120000.0,0.0,50000.0,1690000.0,53,69.0,28.0,Webfoot Technologies,E,GBA
Dragon Ball Z: The Legacy of Goku II,2003,Role-Playing,Atari,780000.0,290000.0,0.0,20000.0,1090000.0,75,89.0,39.0,Webfoot Technologies,E,GBA
Dragon Ball Z: Ultimate Tenkaichi,2011,Fighting,Namco Bandai Games,270000.0,180000.0,90000.0,70000.0,610000.0,58,54.0,77.0,Spike,T,"PS3,X360"
Dragon Ball: Advanced Adventure,2004,Action,Namco Bandai Games,30000.0,10000.0,0.0,0.0,40000.0,75,85.0,11.0,Dimps Corporation,E10+,GBA
Dragon Ball: Evolution,2009,Fighting,Namco Bandai Games,90000.0,0.0,0.0,10000.0,100000.0,28,9.0,50.0,Dimps Corporation,T,PSP
Dragon Ball: Origins,2008,Action,Atari,80000.0,20000.0,0.0,10000.0,120000.0,78,75.0,15.0,Game Republic,T,DS
Dragon Ball: Raging Blast,2009,Fighting,Namco Bandai Games,370000.0,190000.0,110000.0,100000.0,770000.0,57,72.0,58.0,Spike,T,"PS3,X360"
Dragon Ball: Raging Blast 2,2010,Fighting,Namco Bandai Games,490000.0,90000.0,10000.0,50000.0,640000.0,57,74.0,30.0,Spike,T,"X360,PS3"
Dragon Ball: Revenge of King Piccolo,2009,Action,Namco Bandai Games,120000.0,30000.0,30000.0,20000.0,200000.0,65,73.0,15.0,Media Vision,E10+,Wii
Dragon Ball: XenoVerse,2015,Fighting,Namco Bandai Games,180000.0,110000.0,0.0,30000.0,320000.0,67,72.0,128.0,Dimps Corporation,T,"XOne,PS4"
Dragon Blade: Wrath of Fire,2007,Action,D3Publisher,170000.0,0.0,0.0,10000.0,180000.0,51,75.0,17.0,D3Publisher,T,Wii
Dragon Booster,2005,Shooter,Konami Digital Entertainment,20000.0,0.0,0.0,0.0,20000.0,33,70.0,9.0,Konami Computer Entertainment Hawaii,E,DS
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,2016,Action,Square Enix,0.0,0.0,280000.0,0.0,280000.0,76,77.0,70.0,Omega Force,T,PS4
Dragon Quest Heroes: Rocket Slime,2005,Action,Square Enix,130000.0,0.0,310000.0,10000.0,440000.0,83,76.0,45.0,"Square Enix, TOSE",E,DS
Dragon Quest IV: Chapters of the Chosen,2007,Role-Playing,Square Enix,300000.0,20000.0,1270000.0,30000.0,1620000.0,80,79.0,50.0,ArtePiazza,E10+,DS
Dragon Quest IX: Sentinels of the Starry Skies,2009,Role-Playing,Nintendo,630000.0,670000.0,4350000.0,150000.0,5780000.0,87,88.0,197.0,Level 5,E10+,DS
Dragon Quest Monsters: Joker,2006,Role-Playing,Square Enix,230000.0,20000.0,1490000.0,20000.0,1760000.0,75,74.0,27.0,TOSE,E10+,DS
Dragon Quest Monsters: Joker 2,2010,Role-Playing,Square Enix,90000.0,70000.0,1240000.0,20000.0,1410000.0,77,73.0,15.0,TOSE,E,DS
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,2007,Role-Playing,Square Enix,180000.0,10000.0,500000.0,20000.0,700000.0,65,59.0,21.0,"Eighting, Genius Sonority Inc.",T,Wii
Dragon Quest V: Hand of the Heavenly Bride,2008,Role-Playing,Square Enix,170000.0,20000.0,1360000.0,20000.0,1570000.0,84,85.0,57.0,ArtePiazza,E10+,DS
Dragon Quest VI: Realms of Revelation,2010,Role-Playing,Nintendo,200000.0,140000.0,1350000.0,30000.0,1730000.0,78,81.0,31.0,ArtePiazza,T,DS
Dragon Quest VIII: Journey of the Cursed King,2004,Role-Playing,Square Enix,650000.0,750000.0,3610000.0,200000.0,5210000.0,89,88.0,245.0,Level 5,T,PS2
Dragon Rage,2001,Shooter,3DO,30000.0,20000.0,0.0,10000.0,60000.0,50,64.0,9.0,3DO,T,PS2
Dragon Valor,1999,Role-Playing,Sony Computer Entertainment,40000.0,30000.0,0.0,0.0,70000.0,57,83.0,10.0,Namco,T,PS
Dragon's Crown,2013,Role-Playing,Nippon Ichi Software,250000.0,70000.0,170000.0,50000.0,530000.0,82,83.0,288.0,Vanillaware,T,"PS3,PSV"
Dragon's Dogma,2012,Role-Playing,Capcom,420000.0,230000.0,70000.0,60000.0,790000.0,75,78.0,320.0,Capcom,M,"X360,PS3"
Dragoneer's Aria,2007,Role-Playing,Tecmo Koei,20000.0,0.0,50000.0,0.0,70000.0,56,60.0,7.0,Hit Maker,E10+,PSP
Drakan: The Ancients' Gates,2002,Adventure,Sony Computer Entertainment,130000.0,100000.0,0.0,30000.0,260000.0,78,90.0,39.0,Surreal Software,M,PS2
Drakengard,2003,Role-Playing,Square Enix,190000.0,150000.0,260000.0,50000.0,650000.0,63,91.0,88.0,Cavia Inc.,M,PS2
Drakengard 2,2005,Role-Playing,Ubisoft,60000.0,50000.0,0.0,20000.0,130000.0,58,55.0,49.0,Cavia Inc.,M,PS2
Drakengard 3,2013,Role-Playing,Square Enix,100000.0,0.0,190000.0,20000.0,310000.0,61,77.0,237.0,Access Games,M,PS3
Drawn To Life: SpongeBob SquarePants Edition,2008,Adventure,THQ,990000.0,350000.0,0.0,130000.0,1480000.0,68,55.0,4.0,Altron,E,DS
Drawn to Life,2007,Action,THQ,710000.0,10000.0,0.0,60000.0,780000.0,73,82.0,30.0,5TH Cell,E,DS
Drawn to Life: The Next Chapter,2009,Puzzle,THQ,440000.0,140000.0,0.0,60000.0,640000.0,72,77.0,22.0,5TH Cell,E,"DS,Wii"
Dream Pinball 3D,2008,Misc,SouthPeak Games,100000.0,20000.0,0.0,10000.0,140000.0,54,76.0,7.0,TopWare Interactive,E10+,Wii
Dreamcast Collection,2011,Misc,Sega,160000.0,60000.0,0.0,20000.0,240000.0,53,52.0,10.0,Sega,T,X360
Dreamfall: The Longest Journey,2006,Adventure,Empire Interactive,30000.0,10000.0,0.0,0.0,40000.0,73,88.0,24.0,Funcom,M,XB
Driv3r,2004,Racing,Atari,360000.0,380000.0,0.0,30000.0,760000.0,56,47.0,69.0,Reflections Interactive,M,"XB,PS2"
DriveClub,2014,Racing,Sony Computer Entertainment,360000.0,1380000.0,20000.0,310000.0,2069999.9999999998,71,61.0,1571.0,Evolution Studios,E,PS4
Driven,2001,Racing,BAM! Entertainment,80000.0,60000.0,0.0,20000.0,150000.0,38,34.0,5.0,Bam Entertainment,T,PS2
Driver,1999,Action,GT Interactive,3110000.0,2800000.0,20000.0,330000.0,6270000.0,87,81.0,78.0,Reflections Interactive,T,PS
Driver '76,2007,Racing,Ubisoft,30000.0,140000.0,0.0,70000.0,240000.0,57,79.0,18.0,Sumo Digital,M,PSP
Driver 2,2000,Action,Atari,2360000.0,2100000.0,20000.0,250000.0,4730000.0,62,77.0,92.0,Reflections Interactive,T,PS
Driver 2 Advance,2002,Action,Atari,250000.0,90000.0,0.0,10000.0,340000.0,73,66.0,14.0,Sennari Interactive,T,GBA
Driver: Parallel Lines,2006,Racing,Atari,120000.0,100000.0,30000.0,30000.0,280000.0,69,69.0,74.0,Reflections Interactive,M,"PS2,XB,Wii"
Driver: Renegade,2011,Racing,Ubisoft,50000.0,40000.0,0.0,10000.0,90000.0,48,50.0,20.0,Ubisoft,M,3DS
Driver: San Francisco,2011,Racing,Ubisoft,50000.0,100000.0,0.0,30000.0,180000.0,80,70.0,332.0,Ubisoft Reflections,T,"PC,PS3,Wii,X360"
Drome Racers,2003,Racing,Electronic Arts,20000.0,10000.0,0.0,0.0,30000.0,54,66.0,5.0,Attention To Detail,E,GC
Drone Tactics,2007,Strategy,Success,10000.0,0.0,0.0,0.0,20000.0,74,74.0,7.0,Success,E10+,DS
Dropship: United Peace Force,2002,Simulation,Sony Computer Entertainment,50000.0,40000.0,0.0,10000.0,100000.0,78,86.0,10.0,SCEE,T,PS2
DuckTales: Remastered,2013,Action,Capcom,60000.0,0.0,0.0,10000.0,60000.0,76,79.0,100.0,WayForward,E,"WiiU,PS3,PC"
Duel Masters,2004,Strategy,Atari,130000.0,100000.0,0.0,30000.0,270000.0,66,83.0,6.0,High Voltage Software,E,PS2
Duel Masters: Sempai Legends,2003,Misc,Atari,210000.0,80000.0,0.0,10000.0,290000.0,69,80.0,5.0,Mistic Software,E,GBA
Duke Nukem Forever,2011,Shooter,Take-Two Interactive,520000.0,250000.0,0.0,70000.0,830000.0,49,44.0,456.0,"Gearbox Software, 3D Realms",M,"X360,PC,PS3"
Duke Nukem: Land of the Babes,2000,Shooter,Atari,40000.0,30000.0,0.0,0.0,80000.0,37,68.0,20.0,n-Space,M,PS
Dungeon Defenders,2011,Role-Playing,Unknown,20000.0,0.0,0.0,0.0,20000.0,81,73.0,399.0,Trendy Entertainment,E10+,PC
Dungeon Explorer: Warriors of Ancient Arts,2007,Role-Playing,Rising Star Games,10000.0,0.0,0.0,0.0,10000.0,56,55.0,4.0,Hudson Soft,T,PSP
Dungeon Hunter Alliance,2012,Action,Ubisoft,70000.0,90000.0,0.0,30000.0,200000.0,49,64.0,61.0,Ubisoft,T,PSV
Dungeon Maker: Hunting Ground,2006,Role-Playing,Global A Entertainment,30000.0,0.0,0.0,0.0,30000.0,70,64.0,8.0,Global A,E10+,PSP
Dungeon Siege II,2005,Role-Playing,Microsoft Game Studios,0.0,20000.0,0.0,0.0,30000.0,80,79.0,159.0,Gas Powered Games,M,PC
Dungeon Siege III,2011,Role-Playing,Square Enix,80000.0,80000.0,0.0,20000.0,170000.0,72,47.0,399.0,Obsidian Entertainment,T,"PC,X360,PS3"
Dungeon Siege: Throne of Agony,2006,Role-Playing,Take-Two Interactive,130000.0,20000.0,0.0,20000.0,160000.0,74,81.0,21.0,SuperVillain Studios,T,PSP
Dungeons,2011,Strategy,Kalypso Media,70000.0,20000.0,0.0,10000.0,90000.0,65,46.0,106.0,Realmforge Studios,M,PC
Dungeons - The Dark Lord,2011,Strategy,Kalypso Media,0.0,10000.0,0.0,0.0,20000.0,72,56.0,16.0,Kalypso,M,PC
Dying Light,2015,Action,Warner Bros. Interactive Entertainment,860000.0,300000.0,10000.0,120000.0,1290000.0,74,78.0,387.0,Techland,M,"XOne,PS4,PC"
Dynasty Tactics,2002,Strategy,Tecmo Koei,60000.0,50000.0,160000.0,20000.0,290000.0,79,81.0,31.0,Koei,T,PS2
Dynasty Tactics 2,2003,Strategy,Tecmo Koei,50000.0,40000.0,0.0,10000.0,110000.0,78,91.0,13.0,Koei,T,PS2
Dynasty Warriors,2004,Action,Tecmo Koei,180000.0,0.0,300000.0,20000.0,510000.0,62,73.0,24.0,Koei,T,PSP
Dynasty Warriors 2,2000,Action,THQ,240000.0,190000.0,340000.0,60000.0,830000.0,75,88.0,24.0,Omega Force,T,PS2
Dynasty Warriors 3,2002,Action,THQ,60000.0,20000.0,0.0,0.0,80000.0,70,89.0,20.0,Omega Force,T,"XB,PS2"
Dynasty Warriors 3: Xtreme Legends,2002,Action,Tecmo Koei,130000.0,100000.0,740000.0,30000.0,1000000.0,72,93.0,54.0,Omega Force,T,PS2
Dynasty Warriors 4,2003,Action,Tecmo Koei,630000.0,210000.0,1130000.0,130000.0,2110000.0,78,93.0,201.0,Omega Force,T,"PS2,XB"
Dynasty Warriors 4 Empires,2004,Action,Tecmo Koei,0.0,0.0,320000.0,0.0,320000.0,71,88.0,19.0,Omega Force,T,PS2
Dynasty Warriors 4: Xtreme Legends,2003,Action,Tecmo Koei,170000.0,130000.0,510000.0,40000.0,860000.0,72,91.0,39.0,Omega Force,T,PS2
Dynasty Warriors 5,2005,Action,Tecmo Koei,40000.0,10000.0,0.0,0.0,50000.0,66,80.0,4.0,Omega Force,T,"XB,PS2"
Dynasty Warriors 5 Empires,2006,Action,Tecmo Koei,110000.0,90000.0,120000.0,30000.0,340000.0,62,91.0,24.0,Omega Force,T,"PS2,X360"
Dynasty Warriors 5: Xtreme Legends,2005,Action,Tecmo Koei,110000.0,80000.0,350000.0,30000.0,570000.0,57,91.0,26.0,Omega Force,T,PS2
Dynasty Warriors 6,2007,Action,Tecmo Koei,180000.0,70000.0,410000.0,40000.0,710000.0,59,73.0,49.0,"Koei, Omega Force",T,"PS3,PS2,X360"
Dynasty Warriors 6 Empires,2009,Action,Tecmo Koei,140000.0,30000.0,150000.0,20000.0,340000.0,62,70.0,26.0,Omega Force,T,"PS3,X360"
Dynasty Warriors 7,2011,Action,Tecmo Koei,160000.0,60000.0,0.0,20000.0,240000.0,58,80.0,46.0,Omega Force,T,"X360,PS3"
Dynasty Warriors 7: Empires,2012,Action,Ubisoft Annecy,0.0,0.0,140000.0,0.0,140000.0,63,80.0,22.0,Omega Force,T,PS3
