Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,User_Count,Developer,Rating
College Hoops 2K7,PS3,2007,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,81,71.0,8.0,2K Sports,E
College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,0.2,0.0,0.0,0.02,0.21,82,82.0,12.0,2K Sports,E
College Hoops 2K8,X360,2007,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,81,69.0,16.0,Visual Concepts,E
College Hoops 2K8,PS3,2007,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,82,52.0,6.0,Visual Concepts,E
Colony Wars,PS,1997,Simulation,Psygnosis,0.24,0.16,0.0,0.03,0.42,91,78.0,12.0,Psygnosis,E
Colosseum: Road to Freedom,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.03,0.0,0.01,0.07,56,83.0,17.0,Goshow,M
Combat Flight Simulator 3: Battle for Europe,PC,2002,Simulation,Microsoft Game Studios,0.01,0.01,0.0,0.0,0.02,69,65.0,22.0,Microsoft Game Studios,E
Combat Mission: Shock Force,PC,2007,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,62,33.0,86.0,Big Time Software,T
Combat of Giants: Dinosaurs 3D,3DS,2011,Strategy,Ubisoft,0.25,0.06,0.05,0.03,0.39,44,53.0,9.0,Ubisoft,E10+
Combat: Task Force 121,XB,2005,Shooter,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,44,85.0,4.0,Direct Action Games,M
Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.03,68,52.0,19.0,Nitro Games,T
Commandos 2: Men of Courage,PS2,2002,Strategy,Eidos Interactive,0.09,0.07,0.0,0.02,0.18,67,68.0,11.0,Pyro Studios,T
Commandos 2: Men of Courage,XB,2002,Strategy,Eidos Interactive,0.05,0.02,0.0,0.0,0.07,67,84.0,5.0,Pyro Studios,T
Commandos 3: Destination Berlin,PC,2003,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.02,72,76.0,83.0,Pyro Studios,T
Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,58,85.0,11.0,Pyro Studios,T
Company of Heroes,PC,2006,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,93,88.0,1128.0,Relic,M
Company of Heroes 2,PC,2013,Strategy,THQ,0.06,0.25,0.0,0.04,0.34,80,21.0,6157.0,Relic,M
Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0.0,0.01,0.04,87,86.0,235.0,Relic,M
Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0.0,0.03,0.0,0.01,0.04,70,72.0,204.0,Relic,M
Conan,PS3,2007,Action,THQ,0.13,0.15,0.0,0.05,0.34,69,72.0,40.0,Nihilistic,M
Conan,X360,2007,Action,THQ,0.16,0.02,0.0,0.01,0.19,69,73.0,67.0,Nihilistic,M
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,0.1,0.0,0.04,0.03,0.17,62,76.0,118.0,Spike,M
Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,Screenlife,0.09,0.0,0.03,0.01,0.12,62,77.0,44.0,Spike,M
Condemned 2: Bloodshot,X360,2008,Action,Sega,0.38,0.19,0.0,0.06,0.63,80,84.0,178.0,Monolith Productions,M
Condemned 2: Bloodshot,PS3,2008,Action,Sega,0.17,0.16,0.0,0.06,0.39,82,81.0,89.0,Monolith Productions,M
Condemned: Criminal Origins,X360,2005,Action,Sega,0.36,0.02,0.0,0.03,0.41,81,82.0,146.0,Monolith Productions,M
Conduit 2,Wii,2011,Shooter,Sega,0.07,0.04,0.0,0.01,0.12,64,76.0,60.0,High Voltage Software,T
Conflict Zone,PS2,2002,Strategy,Ubisoft,0.1,0.08,0.0,0.03,0.21,47,74.0,8.0,MASA Group,T
Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.05,0.1,0.0,0.03,0.19,51,31.0,25.0,Pivotal Games,M
Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,0.08,0.09,0.0,0.02,0.19,52,49.0,22.0,Pivotal Games,M
Conflict: Denied Ops,PC,2008,Shooter,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,58,48.0,54.0,Pivotal Games,M
Conflict: Desert Storm,PS2,2002,Shooter,Gotham Games,0.98,0.53,0.0,0.06,1.57,55,86.0,45.0,Pivotal Games,T
Conflict: Desert Storm,GC,2003,Shooter,SCi,0.06,0.02,0.0,0.0,0.08,62,84.0,13.0,Pivotal Games,T
Conflict: Desert Storm,XB,2002,Shooter,SCi,0.48,0.37,0.0,0.02,0.87,65,81.0,17.0,SCi,T
Conflict: Global Terror,XB,2005,Shooter,SCi,0.08,0.02,0.0,0.0,0.1,62,79.0,8.0,Pivotal Games,M
Conflict: Global Terror,PS2,2005,Shooter,Eidos Interactive,0.09,0.07,0.0,0.02,0.19,62,85.0,10.0,Pivotal Games,M
Conflict: Vietnam,XB,2004,Shooter,SCi,0.17,0.05,0.0,0.01,0.22,60,73.0,9.0,Pivotal Games,M
Conflict: Vietnam,PS2,2004,Shooter,SCi,0.26,0.2,0.0,0.07,0.53,58,81.0,21.0,Pivotal Games,M
Constantine,PS2,2005,Action,SCi,0.05,0.04,0.0,0.01,0.11,58,74.0,24.0,Bits Studios,M
Constantine,XB,2005,Action,SCi,0.04,0.01,0.0,0.0,0.06,60,71.0,17.0,Bits Studios,M
Contact,DS,2006,Role-Playing,Rising Star Games,0.07,0.0,0.03,0.01,0.1,73,82.0,35.0,Grasshopper Manufacture,E10+
Contra 4,DS,2007,Shooter,Konami Digital Entertainment,0.28,0.0,0.01,0.02,0.3,83,84.0,45.0,WayForward,T
Contra: Shattered Soldier,PS2,2002,Shooter,Konami Digital Entertainment,0.28,0.22,0.0,0.07,0.58,78,66.0,25.0,KCET,T
Contrast,PC,2013,Platform,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,62,77.0,169.0,Compulsion Games,T
Cooking Mama,DS,2006,Simulation,505 Games,3.07,1.91,0.07,0.57,5.63,67,72.0,21.0,Taito Corporation,E
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70,80.0,9.0,Office Create,E
Cooking Mama 4: Kitchen Magic!,3DS,2011,Simulation,505 Games,0.5,0.07,0.0,0.05,0.61,56,60.0,7.0,Cooking Mama Limited,E
Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,1.41,1.12,0.05,0.3,2.89,61,53.0,23.0,OfficeCreate,E
Cooking Mama: World Kitchen,Wii,2008,Simulation,505 Games,0.51,0.27,0.01,0.08,0.87,62,49.0,12.0,Cooking Mama Limited,E
Coraline,Wii,2009,Action,D3Publisher,0.05,0.0,0.0,0.0,0.05,42,55.0,8.0,Papaya Studios,E10+
Coraline,PS2,2009,Action,D3Publisher,0.06,0.04,0.0,0.01,0.11,39,20.0,6.0,Papaya Studios,E10+
Corpse Party: Blood Drive,PSV,2014,Adventure,Marvelous Interactive,0.08,0.01,0.06,0.03,0.18,60,74.0,58.0,5pb,M
Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,67,82.0,50.0,5pb,M
Corvette,XB,2003,Racing,TDK Mediactive,0.18,0.05,0.0,0.01,0.24,53,86.0,12.0,Steel Monkeys,E
Corvette,PS2,2004,Racing,TDK Mediactive,0.65,0.51,0.0,0.17,1.33,57,65.0,21.0,Steel Monkeys,E
Cosmic Family,Wii,2007,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08,54,57.0,6.0,Ubisoft Barcelona,E
Cossacks: European Wars,PC,2001,Strategy,Strategy First,0.0,0.02,0.0,0.0,0.03,74,86.0,60.0,GSC Game World,T
Counter-Strike,XB,2003,Shooter,Microsoft Game Studios,0.85,0.23,0.0,0.04,1.11,74,76.0,51.0,Valve Software,M
Counter-Strike: Source,PC,2004,Shooter,Vivendi Games,0.0,0.07,0.0,0.02,0.08,88,89.0,9851.0,Valve Software,M
Crackdown,X360,2007,Shooter,Microsoft Game Studios,1.0,0.53,0.03,0.18,1.75,83,80.0,340.0,Realtime Worlds,M
Crackdown 2,X360,2010,Shooter,Microsoft Game Studios,0.63,0.36,0.02,0.1,1.12,70,60.0,202.0,Ruffian Games,M
Cranium Kabookii,Wii,2007,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,64,54.0,13.0,Ubisoft Quebec,E
Crash 'N' Burn,XB,2004,Racing,Eidos Interactive,0.07,0.02,0.0,0.0,0.09,65,64.0,7.0,Climax Group,T
Crash 'N' Burn,PS2,2004,Racing,Eidos Interactive,0.11,0.08,0.0,0.03,0.21,63,80.0,7.0,Climax Group,T
Crash Bandicoot 2: N-Tranced,GBA,2003,Platform,Vivendi Games,0.63,0.66,0.0,0.07,1.36,75,78.0,30.0,Vicarious Visions,E
Crash Bandicoot 3: Warped,PS,1998,Platform,Sony Computer Entertainment,3.68,1.75,1.42,0.28,7.13,91,89.0,432.0,Naughty Dog,E
Crash Bandicoot Purple: Ripto's Rampage,GBA,2004,Platform,Vivendi Games,0.46,0.17,0.0,0.01,0.64,67,66.0,12.0,Vicarious Visions,E
Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,Universal Interactive,0.95,0.7,0.0,0.08,1.73,78,79.0,27.0,Vicarious Visions,E
Crash Bandicoot: The Wrath of Cortex,XB,2002,Platform,Universal Interactive,0.59,0.57,0.0,0.07,1.23,70,81.0,19.0,Traveller's Tales,E
Crash Bandicoot: The Wrath of Cortex,GC,2002,Platform,Universal Interactive,0.46,0.12,0.0,0.02,0.59,62,73.0,22.0,Traveller's Tales,E
Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42,66,71.0,156.0,Traveller's Tales,E
Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68,82.0,99.0,Eurocom Entertainment Software,E
Crash Nitro Kart,XB,2003,Racing,Vivendi Games,0.24,0.07,0.0,0.01,0.31,70,89.0,16.0,Vicarious Visions,E
Crash Nitro Kart,GBA,2003,Racing,Vivendi Games,0.33,0.12,0.0,0.01,0.46,77,83.0,12.0,Vicarious Visions,E
Crash Nitro Kart,GC,2003,Racing,Vivendi Games,0.2,0.05,0.0,0.01,0.26,66,74.0,8.0,Vicarious Visions,E
Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,0.74,1.01,0.0,0.2,1.95,69,77.0,59.0,Vicarious Visions,E
Crash Tag Team Racing,PSP,2005,Racing,Vivendi Games,0.16,0.05,0.0,0.03,0.24,68,71.0,25.0,Radical Entertainment,E10+
Crash Tag Team Racing,PS2,2005,Racing,Vivendi Games,0.27,0.21,0.0,0.07,0.54,66,70.0,49.0,Radical Entertainment,E10+
Crash Tag Team Racing,XB,2005,Racing,Vivendi Games,0.09,0.03,0.0,0.0,0.13,69,78.0,11.0,Radical Entertainment,E10+
Crash Tag Team Racing,GC,2005,Racing,Vivendi Games,0.12,0.03,0.0,0.0,0.16,66,73.0,11.0,Radical Entertainment,E10+
Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,88,90.0,233.0,Naughty Dog,E
Crash of the Titans,Wii,2007,Action,Vivendi Games,0.39,0.02,0.0,0.03,0.45,69,58.0,22.0,Radical Entertainment,E10+
Crash of the Titans,PS2,2007,Action,Vivendi Games,0.34,0.01,0.0,0.06,0.41,70,59.0,48.0,Radical Entertainment,E10+
Crash of the Titans,X360,2007,Action,Vivendi Games,0.27,0.02,0.0,0.02,0.32,65,63.0,39.0,Radical Entertainment,E10+
Crash of the Titans,DS,2007,Action,Vivendi Games,0.42,0.02,0.0,0.04,0.48,73,59.0,10.0,Amaze Entertainment,E
Crash: Mind Over Mutant,X360,2008,Platform,Vivendi Games,0.22,0.2,0.0,0.05,0.47,60,65.0,23.0,Radical Entertainment,E10+
Crash: Mind Over Mutant,PS2,2008,Platform,Vivendi Games,0.25,0.19,0.0,0.06,0.5,73,65.0,36.0,Radical Entertainment,E10+
Crash: Mind Over Mutant,DS,2008,Platform,Vivendi Games,0.38,0.0,0.0,0.03,0.42,45,58.0,8.0,TOSE,E
Crash: Mind Over Mutant,Wii,2008,Platform,Vivendi Games,0.35,0.05,0.0,0.03,0.43,70,66.0,16.0,Radical Entertainment,E10+
Crash: Twinsanity,PS2,2004,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64,64,80.0,129.0,Traveller's Tales,E
Crash: Twinsanity,XB,2004,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.15,66,87.0,29.0,Traveller's Tales,E
Crazy Taxi,GC,2001,Racing,Acclaim Entertainment,0.36,0.09,0.02,0.01,0.49,69,75.0,21.0,Acclaim,T
Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52,80,79.0,46.0,Acclaim Studios Cheltenham,T
Crazy Taxi 2,DC,2001,Racing,Sega,0.0,0.0,0.07,0.0,0.07,82,81.0,29.0,Hitmaker,T
Crazy Taxi 3: High Roller,XB,2002,Racing,Sega,0.14,0.04,0.02,0.01,0.2,69,85.0,13.0,Hitmaker,T
Crazy Taxi: Catch a Ride,GBA,2003,Racing,THQ,0.21,0.08,0.0,0.01,0.3,48,59.0,8.0,Graphic State,E
Crazy Taxi: Fare Wars,PSP,2007,Racing,Sega,0.1,0.22,0.02,0.12,0.47,64,71.0,18.0,Sega,E10+
Create,PS3,2010,Action,Electronic Arts,0.11,0.03,0.0,0.02,0.16,61,52.0,5.0,EA Bright Light,E
Create,PC,2010,Action,Electronic Arts,0.04,0.01,0.0,0.01,0.06,54,68.0,9.0,EA Bright Light,E
Create,X360,2010,Action,Electronic Arts,0.1,0.03,0.0,0.01,0.14,60,58.0,10.0,EA Bright Light,E
Crime Life: Gang Wars,XB,2005,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,30,34.0,9.0,Hothouse Creations,M
Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,55,67.0,37.0,"Image Epoch, Imageepoch",M
Crimson Gem Saga,PSP,2008,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,78,75.0,30.0,"IronNos Co.,Ltd.",T
Crimson Sea,XB,2002,Action,Tecmo Koei,0.04,0.01,0.04,0.0,0.09,78,82.0,10.0,Koei,T
Crimson Sea 2,PS2,2004,Action,Tecmo Koei,0.03,0.03,0.0,0.01,0.07,75,83.0,6.0,Koei,T
Crimson Skies: High Road to Revenge,XB,2003,Simulation,Microsoft Game Studios,0.65,0.19,0.0,0.03,0.87,88,88.0,45.0,FASA Studio,T
Crimson Tears,PS2,2004,Role-Playing,Capcom,0.02,0.01,0.0,0.0,0.03,62,78.0,4.0,DreamFactory,T
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,83,80.0,463.0,Square Enix,T
Cross Edge,PS3,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23,52,72.0,82.0,Compile Heart,T
CrossworDS,DS,2008,Puzzle,Deep Silver,0.5,0.0,0.0,0.04,0.55,67,68.0,6.0,Nuevo Retro Games,E
"Crouching Tiger, Hidden Dragon",PS2,2003,Action,Ubisoft,0.06,0.05,0.0,0.02,0.13,48,37.0,6.0,Light Weight,T
Cruis'n,Wii,2007,Racing,Midway Games,0.1,0.01,0.0,0.01,0.12,25,37.0,18.0,Midway Studios - San Diego,E
Crush,PSP,2007,Puzzle,Sega,0.07,0.0,0.0,0.01,0.08,83,90.0,21.0,Zoe Mode,E10+
Crush3D,3DS,2012,Platform,Sega,0.07,0.04,0.0,0.01,0.12,71,74.0,16.0,Zoe Mode,E10+
Crysis,PC,2007,Shooter,Electronic Arts,0.0,0.69,0.0,0.02,0.71,91,80.0,1970.0,Crytek,M
Crysis 2,X360,2011,Action,Electronic Arts,0.71,0.49,0.02,0.12,1.34,84,75.0,533.0,Crytek,M
Crysis 2,PC,2011,Action,Electronic Arts,0.16,0.45,0.0,0.13,0.74,86,68.0,1594.0,Crytek,M
Crysis 2,PS3,2011,Action,Electronic Arts,0.46,0.56,0.06,0.21,1.29,85,72.0,406.0,Crytek,M
Crysis 3,PC,2013,Shooter,Electronic Arts,0.17,0.39,0.0,0.07,0.63,76,65.0,1223.0,Crytek,M
Crysis 3,X360,2013,Shooter,Electronic Arts,0.51,0.31,0.01,0.08,0.9,76,67.0,344.0,Crytek,M
Crysis 3,PS3,2013,Shooter,Electronic Arts,0.26,0.42,0.03,0.16,0.87,77,63.0,288.0,Crytek,M
Crysis: Warhead,PC,2008,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,84,79.0,516.0,Crytek,M
Cubic Ninja,3DS,2011,Platform,Ubisoft,0.05,0.04,0.0,0.01,0.1,51,59.0,14.0,AQ Interactive,E
Cubivore: Survival of the Fittest,GC,2002,Adventure,Nintendo,0.01,0.0,0.15,0.0,0.17,71,85.0,21.0,Nintendo,E
Culdcept,PS2,2002,Strategy,Sega,0.01,0.01,0.0,0.0,0.03,78,89.0,9.0,NEC Interchannel,T
Culdcept SAGA,X360,2006,Role-Playing,Namco Bandai Games,0.12,0.0,0.03,0.01,0.16,75,87.0,49.0,"Omiya Soft, Jamsworks",T
Curious George,PS2,2006,Action,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,53,77.0,6.0,Monkey Bar Games,E
Cursed Mountain,Wii,2009,Adventure,Deep Silver,0.09,0.1,0.0,0.02,0.21,67,76.0,33.0,"Deep Silver, Sproing Interactive Media, Sproing",M
Custom Robo,GC,2004,Role-Playing,Nintendo,0.29,0.07,0.0,0.01,0.37,65,81.0,27.0,Noise Inc.,T
Custom Robo Arena,DS,2006,Fighting,Nintendo,0.01,0.02,0.12,0.0,0.16,74,83.0,27.0,Noise Inc.,E10+
Cy Girls,PS2,2004,Action,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,53,88.0,4.0,KCEJ,M
DC Universe Online,PC,2011,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.23,72,68.0,243.0,WBIE,T
DC Universe Online,PS3,2011,Role-Playing,Sony Online Entertainment,0.35,0.11,0.0,0.06,0.51,67,74.0,139.0,WBIE,T
DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,1.05,0.59,0.0,0.18,1.81,82,82.0,11.0,Konami,E
DECA Sports Freedom,X360,2010,Sports,Hudson Soft,0.27,0.04,0.0,0.02,0.33,26,37.0,9.0,AI,E10+
DJ Hero,PS2,2009,Misc,Activision,0.1,0.02,0.0,0.2,0.32,87,64.0,5.0,FreeStyleGames,T
DJ Hero,PS3,2009,Misc,Activision,0.42,0.34,0.0,0.14,0.9,86,78.0,49.0,FreeStyleGames,T
DJ Hero,X360,2009,Misc,Activision,0.56,0.39,0.0,0.11,1.06,84,80.0,42.0,FreeStyleGames,T
DJ Hero,Wii,2009,Misc,Activision,0.45,0.23,0.0,0.07,0.76,87,76.0,19.0,Exient Entertainment,T
DJ Hero 2,Wii,2010,Misc,Activision,0.48,0.09,0.0,0.04,0.62,88,75.0,17.0,FreeStyleGames,T
DJ Hero 2,PS3,2010,Misc,Activision,0.47,0.19,0.0,0.1,0.75,86,78.0,22.0,FreeStyleGames,T
DJ Hero 2,X360,2010,Misc,Activision,0.64,0.12,0.0,0.06,0.82,86,79.0,23.0,FreeStyleGames,T
DJ Max Fever,PSP,2009,Misc,PM Studios,0.09,0.0,0.0,0.01,0.11,77,65.0,13.0,Pentavision Entertainment,T
DK: King of Swing,GBA,2005,Platform,Nintendo,0.17,0.06,0.0,0.0,0.24,70,50.0,6.0,Paon Corporation,E
Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,Kool Kizz,0.03,0.01,0.0,0.0,0.04,74,88.0,6.0,SystemSoft,E
Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,0.0,0.0,0.01,0.07,49,55.0,6.0,Mad Catz,T
Damnation,PS3,2009,Shooter,Codemasters,0.07,0.01,0.0,0.01,0.09,36,28.0,40.0,Blue Omega,M
Damnation,X360,2009,Shooter,Codemasters,0.06,0.01,0.0,0.01,0.07,36,56.0,50.0,Blue Omega,M
Dance Central,X360,2010,Misc,MTV Games,2.15,0.76,0.01,0.26,3.17,82,76.0,85.0,Harmonix Music Systems,T
Dance Central 2,X360,2011,Misc,Microsoft Game Studios,1.45,0.41,0.01,0.16,2.04,86,82.0,63.0,Harmonix Music Systems,T
Dance Central 3,X360,2012,Misc,Microsoft Game Studios,0.57,0.18,0.0,0.06,0.81,86,80.0,45.0,Harmonix Music Systems,T
Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,0.15,0.03,0.0,0.0,0.19,74,70.0,47.0,Harmonix Music Systems,T
Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0.0,0.0,0.04,74,83.0,13.0,Konami,E
Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,1.04,0.81,0.0,0.27,2.13,77,90.0,20.0,KCET,E
Dance Dance Revolution Extreme 2,PS2,2005,Simulation,Konami Digital Entertainment,0.95,0.04,0.0,0.16,1.14,76,90.0,21.0,Konami Computer Entertainment Hawaii,E10+
Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment,0.87,0.03,0.0,0.14,1.04,73,87.0,6.0,Konami,E10+
Dance Dance Revolution Ultramix,XB,2003,Simulation,Konami Digital Entertainment,0.42,0.11,0.0,0.02,0.54,82,88.0,10.0,Konami Computer Entertainment Hawaii,E
Dance Dance Revolution Ultramix 2,XB,2004,Simulation,Konami Digital Entertainment,0.32,0.09,0.0,0.02,0.42,78,71.0,7.0,Konami Computer Entertainment Hawaii,E
Dance Dance Revolution Ultramix 3,XB,2005,Simulation,Konami Digital Entertainment,0.28,0.08,0.0,0.01,0.38,75,86.0,8.0,Konami,E10+
Dance Dance Revolution Universe,X360,2007,Simulation,Konami Digital Entertainment,0.3,0.0,0.0,0.02,0.32,74,88.0,5.0,Konami,E10+
Dance Dance Revolution Universe 2,X360,2007,Simulation,Konami Digital Entertainment,0.46,0.0,0.0,0.04,0.5,65,74.0,5.0,Konami,E10+
Dance Dance Revolution Universe 3,X360,2008,Simulation,Konami Digital Entertainment,0.28,0.0,0.0,0.02,0.3,65,77.0,7.0,Konami,E
Dance Dance Revolution X,PS2,2008,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75,55,62.0,6.0,Konami,E10+
Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,1.35,0.52,0.0,0.19,2.07,73,71.0,27.0,Konami,E10+
Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,Konami Digital Entertainment,0.94,0.48,0.01,0.15,1.58,69,68.0,6.0,Konami,E10+
Dance Dance Revolution: Hottest Party 3,Wii,2009,Simulation,Konami Digital Entertainment,0.26,0.14,0.0,0.04,0.44,66,82.0,5.0,Konami,E10+
Dance Dance Revolution: Mario Mix,GC,2005,Misc,Nintendo,0.36,0.09,0.0,0.01,0.47,69,84.0,19.0,Hudson,E
Dance Factory,PS2,2006,Action,Codemasters,0.02,0.01,0.0,0.0,0.03,56,58.0,8.0,Broadsword Interactive,E
Dance on Broadway,Wii,2010,Misc,Ubisoft,0.25,0.65,0.0,0.12,1.02,48,33.0,4.0,Longtail Studios,E10+
DanceMasters,X360,2010,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.19,63,59.0,7.0,GCP1,E10+
Dancing With The Stars,Wii,2007,Misc,Activision,0.22,0.0,0.0,0.02,0.24,42,62.0,5.0,Zoe Mode,E10+
Danganronpa 2: Goodbye Despair,PSV,2014,Misc,Nippon Ichi Software,0.08,0.05,0.0,0.04,0.17,81,87.0,140.0,Spike Chunsoft,M
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,0.06,0.01,0.12,0.02,0.21,72,84.0,77.0,Spike Chunsoft,M
Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,Nippon Ichi Software,0.09,0.05,0.15,0.04,0.33,80,81.0,235.0,Spike Chunsoft,M
Dante's Inferno,PSP,2010,Action,Electronic Arts,0.12,0.03,0.01,0.02,0.19,70,81.0,46.0,"Artificial Mind and Movement, EA Redwood Shores",M
Dante's Inferno,PS3,2010,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.08,75,75.0,265.0,Visceral Games,M
Dante's Inferno,X360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92,73,77.0,224.0,Visceral Games,M
Dark Angel: Vampire Apocalypse,PS2,2001,Role-Playing,Metro 3D,0.04,0.03,0.0,0.01,0.09,53,56.0,5.0,Metro3D,T
Dark Cloud,PS2,2000,Role-Playing,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54,80,82.0,99.0,Level 5,T
Dark Cloud 2,PS2,2002,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96,87,91.0,174.0,Level 5,T
Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.2,52,70.0,48.0,Ubisoft Annecy,M
Dark Sector,X360,2008,Shooter,D3Publisher,0.22,0.2,0.01,0.05,0.48,72,75.0,147.0,Digital Extremes,M
Dark Sector,PS3,2008,Shooter,D3Publisher,0.23,0.16,0.01,0.07,0.47,72,76.0,70.0,Digital Extremes,M
Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,0.75,0.51,0.54,0.22,2.02,89,87.0,1397.0,From Software,M
Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,0.64,0.27,0.0,0.09,0.99,89,84.0,1106.0,From Software,M
Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.01,0.17,91,71.0,2318.0,From Software,T
Dark Souls II,PS3,2014,Role-Playing,Namco Bandai Games,0.4,0.33,0.4,0.15,1.27,91,81.0,1107.0,From Software,T
Dark Souls II,X360,2014,Role-Playing,Namco Bandai Games,0.48,0.18,0.01,0.07,0.74,91,79.0,915.0,From Software,T
Dark Summit,GC,2002,Sports,THQ,0.04,0.01,0.0,0.0,0.05,68,45.0,4.0,Radical Entertainment,T
Dark Void,PC,2010,Action,Capcom,0.0,0.01,0.0,0.0,0.02,57,51.0,67.0,Airtight Games,T
Dark Void,X360,2010,Action,Capcom,0.19,0.09,0.0,0.03,0.31,59,60.0,61.0,Airtight Games,T
Dark Void,PS3,2010,Action,Capcom,0.18,0.12,0.0,0.05,0.35,59,60.0,36.0,Airtight Games,T
DarkStar One,PC,2006,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,71,72.0,54.0,Ascaron Entertainment GmbH,T
DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,0.11,0.07,0.0,0.02,0.2,63,72.0,19.0,Gaming Minds Studios,T
Darkened Skye,GC,2002,Adventure,TDK Mediactive,0.01,0.0,0.0,0.0,0.01,61,64.0,7.0,Boston Animation,T
Darkest of Days,X360,2009,Shooter,Phantom EFX,0.09,0.0,0.0,0.01,0.1,44,48.0,76.0,8Monkey Labs,M
Darksiders,PC,2010,Action,THQ,0.07,0.06,0.0,0.02,0.15,83,78.0,603.0,Vigil Games,M
Darksiders,PS3,2010,Action,THQ,0.01,0.0,0.0,0.0,0.02,82,79.0,319.0,Vigil Games,M
