Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,User_Count,Developer,Rating,Platform
F1 Race Stars,2012,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,62,54.0,46.0,Codemasters,E,"PC,PS3,X360"
FIFA 06: Road to FIFA World Cup,2005,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,62,60.0,34.0,EA Canada,E,X360
FIFA 14,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.44,3.01,87,63.0,616.0,EA Canada,E,"PS4,PC,PS3,X360,XOne"
FIFA 15,2014,Sports,Electronic Arts,0.6,1.42,0.0,0.16,2.18,82,54.0,347.0,EA Sports,E,"XOne,PS4,PC"
FIFA 16,2015,Sports,Electronic Arts,1.12,6.12,0.06,1.28,8.57,82,43.0,896.0,EA Sports,E,"PS4,PC,XOne"
FIFA 2001 Major League Soccer,2000,Sports,Electronic Arts,0.18,0.12,0.0,0.02,0.32,85,78.0,5.0,EA Sports,E,PS
FIFA Manager 12,2011,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05,72,39.0,24.0,Bright Future GmbH,E,PC
FIFA Soccer,2012,Sports,Electronic Arts,0.16,0.32,0.02,0.08,0.58,79,72.0,79.0,Electronic Arts,E,"PSV,PSP"
FIFA Soccer 06,2005,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,77,77.0,20.0,EA Sports,E,"PSP,XB,PS2"
FIFA Soccer 08,2007,Sports,Electronic Arts,0.35,1.06,0.02,0.31,1.75,81,71.0,47.0,EA Canada,E,"PS3,Wii,PS2,X360,PSP,PC"
FIFA Soccer 09,2008,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.58,87,75.0,108.0,EA Canada,E,"PS3,PC,DS,PSP,X360,PS2"
FIFA Soccer 09 All-Play,2008,Sports,Electronic Arts,0.28,0.51,0.0,0.09,0.89,80,84.0,22.0,EA Canada,E,Wii
FIFA Soccer 10,2009,Sports,Electronic Arts,0.15,0.67,0.01,0.31,1.15,83,79.0,14.0,EA Sports,E,"PSP,Wii,X360,PS3,PC"
FIFA Soccer 11,2010,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88,75.0,155.0,EA Sports,E,"X360,PSP,PC,PS3,Wii"
FIFA Soccer 13,2012,Action,Electronic Arts,0.02,0.31,0.0,0.07,0.4,86,66.0,286.0,Electronic Arts,E,"PC,PS3,WiiU,PSV,X360,3DS"
FIFA Soccer 2002,2001,Sports,Electronic Arts,0.31,0.24,0.0,0.08,0.63,82,58.0,28.0,EA Sports,E,"PS2,PS,GC"
FIFA Soccer 2003,2002,Sports,Electronic Arts,0.2,0.4,0.0,0.04,0.63,88,77.0,11.0,EA Canada,E,"XB,PS2,GC"
FIFA Soccer 2004,2003,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07,83,62.0,12.0,EA Canada,E,"GC,XB,GBA"
FIFA Soccer 2005,2004,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,75,78.0,5.0,EA Canada,E,"GBA,GC,XB,PS2"
FIFA Street,2012,Sports,Electronic Arts,0.17,0.62,0.0,0.1,0.89,77,67.0,58.0,EA Sports,E,"X360,PS2,XB,PS3"
FIFA Street 2,2006,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.13,58,69.0,17.0,EA Canada,E,"PSP,XB,DS,PS2,GC"
FIFA Street 3,2008,Sports,Electronic Arts,0.14,0.14,0.0,0.03,0.32,63,69.0,18.0,EA Canada,E,"X360,PS3"
FIFA World Cup Germany 2006,2006,Sports,Electronic Arts,0.03,0.0,0.0,0.0,0.04,71,72.0,6.0,EA Canada,E,"DS,GC,PS2,X360,XB,PSP"
FIFA World Cup: Germany 2006,2006,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,57,69.0,7.0,EA Canada,E,GBA
Fable,2004,Role-Playing,Microsoft Game Studios,1.99,0.58,0.0,0.09,2.66,85,85.0,268.0,Big Blue Box,M,XB
Fable II,2008,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89,65.0,2423.0,Lionhead Studios,M,X360
Fable III,2011,Role-Playing,Microsoft Game Studios,0.1,0.17,0.0,0.05,0.32,75,54.0,555.0,Lionhead Studios,M,"PC,X360"
Fable: The Journey,2012,Role-Playing,Microsoft Game Studios,0.18,0.08,0.0,0.02,0.28,61,48.0,80.0,Lionhead Studios,T,X360
Fable: The Lost Chapters,2005,Role-Playing,Microsoft Game Studios,0.01,0.05,0.0,0.01,0.07,83,87.0,489.0,Lionhead Studios,M,PC
FaceBreaker,2008,Fighting,Electronic Arts,0.13,0.02,0.0,0.02,0.17,53,38.0,20.0,EA Canada,T,"PS3,X360"
FaceBreaker K.O. Party,2008,Fighting,Electronic Arts,0.19,0.01,0.0,0.02,0.22,61,56.0,7.0,EA Canada,T,Wii
Fairy Fencer F,2013,Role-Playing,Nippon Ichi Software,0.05,0.03,0.09,0.02,0.19,65,74.0,50.0,Compile Heart,T,PS3
Fairy Fencer F: Advent Dark Force,2015,Role-Playing,Idea Factory International,0.02,0.0,0.05,0.0,0.07,71,62.0,34.0,Compile Heart,T,PS4
Fairytale Fights,2009,Action,Playlogic Game Factory,0.11,0.03,0.0,0.02,0.17,53,60.0,22.0,"Playlogic, The Game Factory",M,"PS3,X360"
Falcon 4.0: Allied Force,2005,Simulation,Graphsim Entertainment,0.0,0.02,0.0,0.0,0.02,90,86.0,37.0,Lead Pursuit,T,PC
Fallout 3,2008,Role-Playing,Bethesda Softworks,3.4,0.99,0.09,0.45,4.93,93,85.0,1655.0,Bethesda Game Studios,M,"X360,PC,PS3"
Fallout 4,2015,Role-Playing,Bethesda Softworks,2.53,3.27,0.24,1.13,7.16,87,65.0,4228.0,Bethesda Game Studios,M,"PS4,PC,XOne"
Fallout: Brotherhood of Steel,2004,Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07,64,41.0,51.0,Interplay,M,"PS2,XB"
Fallout: New Vegas,2010,Role-Playing,Bethesda Softworks,0.59,0.45,0.0,0.14,1.17,84,86.0,2754.0,Obsidian Entertainment,M,"PC,X360,PS3"
Family Feud: 2012 Edition,2011,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.1,47,53.0,6.0,Ubisoft,E10+,X360
Family Guy,2006,Action,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,51,63.0,15.0,High Voltage Software,M,PSP
Family Guy: Back to the Multiverse,2012,Action,Activision,0.12,0.1,0.0,0.04,0.26,40,64.0,31.0,Heavy Iron Studios,M,"PS3,X360"
Family Party: 30 Great Games,2008,Misc,D3Publisher,0.08,0.01,0.0,0.01,0.09,42,10.0,7.0,Tamsoft,E10+,Wii
Fantasia: Music Evolved,2014,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.01,0.15,77,75.0,67.0,Harmonix Music Systems,E10+,XOne
Fantastic 4,2005,Action,Activision,0.19,0.05,0.0,0.01,0.24,61,40.0,6.0,7 Studios,T,"GC,PS2,XB"
Fantastic Four: Rise of the Silver Surfer,2007,Action,Take-Two Interactive,0.04,0.01,0.0,0.0,0.05,39,59.0,15.0,7 Studios,T,"Wii,X360,PS3,PS2,DS"
Fantastic Pets,2011,Simulation,THQ,0.3,0.08,0.0,0.03,0.41,66,75.0,4.0,Blitz Games Studios,E,X360
Fantasy Life,2012,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13,73,86.0,209.0,"Level 5, Brownie Brown",E10+,3DS
Fantavision,2000,Puzzle,Sony Computer Entertainment,0.14,0.11,0.19,0.04,0.47,72,63.0,9.0,SCEJ,E,PS2
Far Cry,2004,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05,89,81.0,724.0,Crytek,M,PC
Far Cry 2,2008,Action,Ubisoft,0.01,0.45,0.0,0.03,0.48,85,58.0,1345.0,Ubisoft Montreal,M,"PC,X360,PS3"
Far Cry 3,2012,Shooter,Ubisoft,0.22,0.62,0.0,0.12,0.96,88,82.0,3183.0,Ubisoft Montreal,M,"PC,X360,PS3"
Far Cry 4,2014,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04,85,77.0,1653.0,Ubisoft Montreal,M,"PS4,PC,XOne"
Far Cry Instincts,2005,Shooter,Ubisoft,0.32,0.24,0.0,0.02,0.57,85,57.0,73.0,Ubisoft Montreal,M,XB
Far Cry Instincts Evolution,2006,Shooter,Ubisoft,0.06,0.02,0.0,0.0,0.08,78,63.0,32.0,Ubisoft Montreal,M,XB
Far Cry Instincts Predator,2006,Shooter,Ubisoft,0.2,0.03,0.0,0.02,0.24,78,62.0,80.0,Ubisoft Montreal,M,X360
Far Cry Vengeance,2006,Shooter,Ubisoft,0.06,0.01,0.0,0.01,0.08,38,53.0,53.0,Ubisoft Montreal,M,Wii
Farming Simulator 2013,2013,Simulation,Focus Home Interactive,0.0,0.09,0.02,0.02,0.14,40,29.0,9.0,Giants Software,E,"PS3,PC,X360"
Fat Princess: Fistful of Cake,2010,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12,74,87.0,25.0,SuperVillain Studios,T,PSP
Fatal Frame,2002,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.06,77,86.0,16.0,Tecmo,T,"XB,PS2"
Fatal Frame II: Crimson Butterfly,2003,Action,Ubisoft,0.08,0.06,0.0,0.02,0.16,81,92.0,100.0,Tecmo,M,PS2
Fatal Frame II: Crimson Butterfly Director's Cut,2004,Action,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05,84,83.0,16.0,Tecmo,M,XB
Fatal Frame III: The Tormented,2005,Action,Take-Two Interactive,0.04,0.03,0.0,0.01,0.08,78,89.0,58.0,Tecmo,M,PS2
Fatal Frame: Maiden of Black Water,2014,Action,Nintendo,0.0,0.03,0.08,0.0,0.11,67,76.0,226.0,Koei Tecmo Games,M,WiiU
Fatal Fury: Battle Archives Volume 1,2006,Fighting,Ignition Entertainment,0.02,0.01,0.0,0.0,0.04,68,83.0,4.0,SNK Playmore,T,PS2
Fatal Inertia,2007,Racing,Tecmo Koei,0.12,0.0,0.0,0.01,0.13,61,42.0,19.0,Koei,E10+,X360
Fate/Extra,2010,Role-Playing,Marvelous Interactive,0.18,0.01,0.1,0.03,0.31,58,81.0,39.0,"Image Epoch, Imageepoch",T,PSP
Fear Effect 2: Retro Helix,2001,Action,Eidos Interactive,0.1,0.07,0.0,0.01,0.18,84,89.0,17.0,Kronos Digital Entertainment,M,PS
Fear Factor: Unleashed,2004,Action,Hip Interactive,0.1,0.04,0.0,0.0,0.14,30,30.0,4.0,DC Studios,T,GBA
Feel the Magic XY/XX,2004,Puzzle,Sega,0.17,0.0,0.1,0.02,0.29,75,81.0,18.0,Sonic Team,T,DS
Ferrari Challenge Trofeo Pirelli,2008,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,71,62.0,26.0,Eutechnyx,E,PS3
Ferrari F355 Challenge,2002,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,70,44.0,5.0,Sega AM2,E,PS2
Field Commander,2006,Strategy,Sony Online Entertainment,0.14,0.0,0.0,0.01,0.16,77,78.0,31.0,"Sony Online Entertainment, Mind Control Software",T,PSP
Fight Club,2004,Fighting,Vivendi Games,0.09,0.07,0.0,0.02,0.18,36,44.0,22.0,Genuine Games,M,"PS2,XB"
Fight Night 2004,2004,Fighting,Electronic Arts,1.08,0.2,0.0,0.2,1.48,85,90.0,25.0,EA Sports,T,"PS2,XB"
Fight Night Champion,2011,Fighting,Electronic Arts,0.45,0.49,0.0,0.18,1.11,84,73.0,95.0,EA Canada,M,"PS3,X360"
Fight Night Round 2,2005,Fighting,Electronic Arts,0.42,0.16,0.0,0.02,0.6,88,88.0,27.0,EA Sports,T,"XB,PS2,GC"
Fight Night Round 3,2006,Fighting,Electronic Arts,1.33,0.03,0.01,0.1,1.47,86,88.0,264.0,EA Chicago,T,"X360,XB,PS2,PS3,PSP"
Fight Night Round 4,2009,Fighting,Electronic Arts,0.92,0.4,0.0,0.2,1.52,88,76.0,95.0,EA Canada,T,"PS3,X360"
Fighter Maker 2,2002,Fighting,Enterbrain,0.03,0.03,0.0,0.01,0.07,58,78.0,5.0,Enterbrain,T,PS2
Fighter Within,2013,Fighting,Ubisoft,0.11,0.07,0.0,0.02,0.19,23,30.0,211.0,Ubisoft,T,XOne
Fighters Uncaged,2010,Fighting,Ubisoft,0.31,0.23,0.0,0.06,0.6,32,46.0,23.0,Ubisoft,T,X360
Fighting Fantasy: The Warlock of Firetop Mountain,2009,Role-Playing,Aspyr,0.08,0.0,0.0,0.01,0.09,45,81.0,31.0,Big Blue Bubble Inc.,T,DS
Final Fantasy Anniversary Edition,2007,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,0.58,67,77.0,47.0,TOSE,E10+,PSP
Final Fantasy Anthology,1999,Role-Playing,Square EA,0.45,0.3,0.0,0.05,0.8,80,81.0,28.0,SquareSoft,T,PS
Final Fantasy Chronicles,2001,Role-Playing,Square,0.29,0.2,0.0,0.03,0.52,89,91.0,37.0,TOSE,T,PS
Final Fantasy Crystal Chronicles: Echoes of Time,2009,Role-Playing,Square Enix,0.12,0.06,0.27,0.02,0.47,75,73.0,21.0,Square Enix,E10+,"DS,Wii"
Final Fantasy Crystal Chronicles: Ring of Fates,2007,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.66,77,72.0,25.0,Square Enix,E10+,DS
Final Fantasy Crystal Chronicles: The Crystal Bearers,2009,Action,Square Enix,0.21,0.07,0.08,0.03,0.39,66,76.0,70.0,Square Enix,T,Wii
Final Fantasy Explorers,2014,Role-Playing,Square Enix,0.16,0.07,0.28,0.02,0.54,69,70.0,87.0,Racjin,E10+,3DS
Final Fantasy Fables: Chocobo Tales,2006,Adventure,Ubisoft,0.1,0.01,0.12,0.01,0.24,75,74.0,28.0,h.a.n.d. Inc.,E,DS
Final Fantasy Fables: Chocobo's Dungeon,2007,Role-Playing,Square Enix,0.09,0.0,0.11,0.01,0.21,76,80.0,20.0,h.a.n.d. Inc.,E10+,Wii
Final Fantasy II Anniversary Edition,2007,Role-Playing,Square Enix,0.36,0.02,0.07,0.04,0.5,63,71.0,24.0,TOSE,T,PSP
Final Fantasy III,2006,Role-Playing,Square Enix,0.89,0.04,1.07,0.09,2.08,77,71.0,136.0,Matrix Software,E10+,DS
Final Fantasy IV,2007,Simulation,Square Enix,0.51,0.04,0.62,0.05,1.21,85,77.0,164.0,Matrix Software,E10+,DS
Final Fantasy IV Advance,2005,Role-Playing,Nintendo,0.27,0.1,0.22,0.01,0.61,85,73.0,70.0,TOSE,E10+,GBA
Final Fantasy IV: The Complete Collection,2011,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56,77,75.0,80.0,Bullets,E10+,PSP
Final Fantasy IX,2000,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,94,89.0,779.0,SquareSoft,T,PS
Final Fantasy Tactics,1997,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45,83,82.0,190.0,SquareSoft,T,PS
Final Fantasy Tactics A2: Grimoire of the Rift,2007,Role-Playing,Square Enix,0.38,0.03,0.3,0.04,0.75,80,69.0,106.0,Square Enix,E10+,DS
Final Fantasy Tactics Advance,2003,Role-Playing,SquareSoft,0.82,0.37,0.89,0.05,2.13,87,78.0,212.0,Square Enix,E,GBA
Final Fantasy Tactics: The War of the Lions,2007,Role-Playing,Square Enix,0.45,0.24,0.3,0.16,1.16,88,80.0,238.0,TOSE,T,PSP
Final Fantasy V Advance,2006,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.26,83,72.0,75.0,TOSE,E,GBA
Final Fantasy VI Advance,2006,Role-Playing,Nintendo,0.0,0.0,0.28,0.01,0.28,92,84.0,190.0,TOSE,E10+,GBA
Final Fantasy VII,1997,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,9.72,92,92.0,1282.0,SquareSoft,T,PS
Final Fantasy VIII,1999,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23,7.86,90,86.0,644.0,SquareSoft,T,PS
Final Fantasy X,2001,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05,92,87.0,1056.0,SquareSoft,T,PS2
Final Fantasy X / X-2 HD Remaster,2013,Role-Playing,Square Enix,0.16,0.24,0.28,0.12,0.8,86,85.0,223.0,Virtuos,T,"PSV,PS3"
Final Fantasy X-2,2003,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,85,66.0,400.0,SquareSoft,T,PS2
Final Fantasy XI,2006,Role-Playing,Square Enix,0.17,0.01,0.0,0.01,0.19,66,65.0,33.0,Square Enix,T,X360
Final Fantasy XI: Chains of Promathia,2004,Role-Playing,Square Enix,0.12,0.09,0.0,0.03,0.25,77,80.0,10.0,Square Enix,T,PS2
Final Fantasy XI: Treasures of Aht Urhgan,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23,87,71.0,13.0,Square Enix,T,PS2
Final Fantasy XI: Wings of the Goddess,2007,Role-Playing,Square Enix,0.26,0.0,0.02,0.02,0.3,63,58.0,5.0,Square Enix,T,X360
Final Fantasy XII,2006,Role-Playing,Square Enix,1.88,0.0,2.33,1.74,5.95,92,76.0,972.0,Square Enix,T,PS2
Final Fantasy XII: Revenant Wings,2007,Role-Playing,Square Enix,0.33,0.41,0.54,0.1,1.37,81,61.0,60.0,"Square Enix, Think and Feel",E10+,DS
Final Fantasy XIII,2010,Role-Playing,Square Enix,1.28,0.67,0.01,0.21,2.16,82,63.0,539.0,Square Enix,T,"X360,PS3"
Final Fantasy XIII-2,2011,Role-Playing,Square Enix,0.78,0.73,0.89,0.23,2.63,79,66.0,707.0,Square Enix,T,"PS3,X360"
Final Fantasy XIV: Heavensward,2015,Action,Square Enix,0.01,0.01,0.0,0.0,0.02,86,77.0,255.0,Square Enix,T,"PC,PS4"
Final Fantasy: Crystal Chronicles,2003,Role-Playing,Nintendo,0.72,0.38,0.36,0.04,1.49,80,81.0,94.0,Square Enix,T,GC
Final Fantasy: The 4 Heroes of Light,2009,Role-Playing,Square Enix,0.22,0.1,0.23,0.03,0.58,71,71.0,38.0,Matrix Software,E10+,DS
Final Fight One,2001,Fighting,Ubisoft,0.09,0.03,0.08,0.0,0.21,82,78.0,8.0,Sun-Tec,E,GBA
Final Fight: Streetwise,2006,Action,Capcom,0.01,0.0,0.0,0.0,0.02,42,40.0,4.0,Secret Level,M,"XB,PS2"
Finding Nemo,2003,Action,THQ,0.69,0.18,0.0,0.02,0.89,62,55.0,8.0,Traveller's Tales,E,GC
Fire Emblem,2003,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,88,92.0,144.0,Intelligent Systems,E,GBA
Fire Emblem: Awakening,2012,Role-Playing,Nintendo,0.9,0.45,0.54,0.13,2.01,92,91.0,1130.0,Intelligent Systems,T,3DS
Fire Emblem: Path of Radiance,2005,Action,Nintendo,0.29,0.08,0.16,0.01,0.54,85,89.0,141.0,Intelligent Systems,T,GC
Fire Emblem: Radiant Dawn,2007,Strategy,Nintendo,0.27,0.03,0.17,0.03,0.49,78,87.0,180.0,Intelligent Systems,E10+,Wii
Fire Emblem: Shadow Dragon,2008,Role-Playing,Nintendo,0.29,0.02,0.27,0.03,0.61,81,70.0,106.0,Intelligent Systems,E10+,DS
Fire Emblem: The Sacred Stones,2004,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89,85,91.0,132.0,Intelligent Systems,E,GBA
Fire Pro Wrestling Returns,2005,Sports,505 Games,0.04,0.03,0.0,0.01,0.09,78,85.0,17.0,S-Neo,T,PS2
Fish Tycoon,2007,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,46,70.0,6.0,"LDW, Big Fish Games",E,DS
Fisherman's Challenge,2003,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,67,75.0,4.0,Konami,E,PS2
Fishing Master,2007,Misc,Konami Digital Entertainment,0.29,0.0,0.0,0.02,0.31,58,81.0,9.0,Hudson Soft,E,Wii
Fishing Resort,2011,Sports,Namco Bandai Games,0.14,0.0,0.25,0.01,0.39,69,70.0,8.0,Prope,E,Wii
Fist of the North Star: Ken's Rage,2010,Action,Ubisoft Annecy,0.06,0.03,0.55,0.01,0.66,60,69.0,29.0,"Koei, Omega Force",M,"PS3,X360"
Fist of the North Star: Ken's Rage 2,2012,Fighting,Tecmo Koei,0.0,0.0,0.3,0.0,0.3,49,70.0,19.0,"Koei, Omega Force",M,"PS3,WiiU,X360"
Flash Focus: Vision Training in Minutes a Day,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59,40.0,4.0,"Nintendo, Namco Bandai Games",E,DS
FlatOut,2004,Racing,Empire Interactive,0.19,0.15,0.0,0.05,0.38,70,85.0,16.0,Bugbear,T,"PS2,XB"
FlatOut 2,2006,Racing,Empire Interactive,0.03,0.01,0.0,0.0,0.04,73,73.0,8.0,Bugbear,T,"XB,PS2"
FlatOut: Head On,2008,Racing,Empire Interactive,0.13,0.1,0.0,0.06,0.29,74,82.0,21.0,Bugbear,T,PSP
FlatOut: Ultimate Carnage,2007,Racing,Empire Interactive,0.07,0.02,0.0,0.01,0.11,80,88.0,66.0,Bugbear,T,"X360,PC"
FlingSmash,2010,Action,Nintendo,0.37,0.01,0.07,0.02,0.47,48,68.0,13.0,Artoon,E,Wii
Flipnic: Ultimate Pinball,2003,Misc,Ubisoft,0.03,0.02,0.0,0.01,0.06,64,81.0,12.0,SCEI,E,PS2
"Flower, Sun, and Rain",2008,Adventure,Rising Star Games,0.06,0.0,0.0,0.0,0.07,54,71.0,15.0,h.a.n.d. Inc.,T,DS
Folklore,2007,Role-Playing,Sony Computer Entertainment,0.2,0.04,0.05,0.03,0.32,75,82.0,145.0,"Game Republic, JapanStudio",T,PS3
Food Network: Cook or Be Cooked,2009,Misc,Namco Bandai Games,0.41,0.0,0.0,0.03,0.44,53,68.0,5.0,Red Fly Studio,E,Wii
Football Manager 2010,2009,Sports,Sega,0.0,0.06,0.0,0.01,0.07,87,90.0,262.0,Sports Interactive,E,PC
Football Manager 2011,2010,Sports,Sega,0.0,1.01,0.0,0.25,1.26,85,84.0,77.0,Sports Interactive,E,PC
Football Manager 2012,2011,Sports,Sega,0.02,1.16,0.0,0.33,1.51,84,80.0,172.0,Sports Interactive,E,PC
Football Manager 2014,2013,Sports,Sega,0.0,0.6,0.0,0.03,0.64,85,55.0,275.0,Sports Interactive,E,PC
Football Manager 2016,2015,Simulation,Sega,0.0,0.33,0.0,0.02,0.35,81,69.0,97.0,Sega,E,PC
Football Manager Handheld 2010,2009,Sports,Sega,0.0,0.26,0.0,0.09,0.35,69,69.0,7.0,Sports Interactive,E,PSP
Football Manager Handheld 2011,2010,Sports,Sega,0.0,0.27,0.0,0.14,0.41,77,77.0,6.0,Sports Interactive,E,PSP
Ford Mustang: The Legend Lives,2005,Racing,Take-Two Interactive,0.14,0.11,0.0,0.04,0.29,58,73.0,8.0,Eutechnyx,E,PS2
Ford Racing,2001,Racing,Empire Interactive,0.48,0.33,0.0,0.06,0.86,53,58.0,4.0,Toolbox Design,E,PS
Ford Racing 2,2003,Racing,Empire Interactive,0.49,0.38,0.0,0.13,1.0,51,80.0,8.0,Razorworks Studios,E,PS2
Ford Racing 3,2004,Racing,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,50,66.0,8.0,Razorworks Studios,E,PS2
Ford Racing Off Road,2008,Racing,Xplosiv,0.06,0.39,0.0,0.01,0.47,37,63.0,4.0,Razorworks,E,Wii
Forever Kingdom,2001,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09,64,78.0,6.0,From Software,T,PS2
Forgotten Realms: Demon Stone,2004,Action,Atari,0.06,0.02,0.0,0.0,0.09,72,65.0,6.0,Stormfront Studios,T,"XB,PS2"
Formula One 2001,2001,Racing,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,73,60.0,5.0,Studio Liverpool,E,PS2
Fortune Street,2011,Misc,Nintendo,0.25,0.03,0.17,0.02,0.48,68,75.0,24.0,Marvelous AQL,E,Wii
Forza Horizon,2012,Racing,Microsoft Game Studios,0.82,0.93,0.04,0.18,1.96,85,84.0,431.0,"PLAYGROUND, Playground Games",T,X360
Forza Horizon 2,2014,Racing,Microsoft Game Studios,0.5,0.78,0.01,0.11,1.4,86,82.0,977.0,Playground Games,E10+,XOne
Forza Motorsport,2005,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,1.05,92,76.0,213.0,Microsoft Game Studios,E,XB
Forza Motorsport 2,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90,83.0,381.0,Turn 10,E,X360
Forza Motorsport 3,2009,Racing,Microsoft Game Studios,2.99,1.9,0.1,0.5,5.49,92,80.0,516.0,Turn 10,E,X360
Forza Motorsport 4,2011,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91,82.0,617.0,Turn 10,E,X360
Forza Motorsport 5,2013,Racing,Microsoft Game Studios,1.21,0.79,0.01,0.19,2.2,79,59.0,1095.0,Turn 10,E,XOne
Forza Motorsport 6,2015,Racing,Microsoft Game Studios,0.73,0.9,0.03,0.14,1.8,87,79.0,863.0,Turn 10,E,XOne
Fossil Fighters,2008,Role-Playing,Nintendo,0.83,0.0,0.0,0.06,0.89,70,79.0,15.0,RED Entertainment,E,DS
Fossil Fighters: Champions,2010,Role-Playing,Nintendo,0.31,0.0,0.34,0.02,0.67,68,71.0,11.0,"RED Entertainment, Artdink",E,DS
Fossil Fighters: Frontier,2014,Role-Playing,Nintendo,0.08,0.04,0.23,0.01,0.36,57,48.0,19.0,"RED Entertainment, Spike Chunsoft",E10+,3DS
Fracture,2008,Shooter,LucasArts,0.15,0.14,0.0,0.04,0.33,63,62.0,45.0,Day 1 Studios,T,"X360,PS3"
Fragile Dreams: Farewell Ruins of the Moon,2009,Role-Playing,Rising Star Games,0.16,0.12,0.06,0.03,0.36,67,83.0,63.0,Tri-Crescendo,T,Wii
Freedom Fighters,2003,Shooter,Electronic Arts,0.17,0.05,0.0,0.01,0.23,82,82.0,23.0,Io Interactive,T,"XB,GC,PS2"
Freedom Wars,2014,Role-Playing,Sony Computer Entertainment,0.15,0.1,0.32,0.08,0.65,73,83.0,265.0,"Dimps Corporation, SCE Japan Studio",T,PSV
Freedom Wings,2006,Simulation,Natsume,0.02,0.0,0.0,0.0,0.02,46,77.0,6.0,Beluga Computer,E10+,DS
Freekstyle,2002,Racing,Electronic Arts,0.52,0.41,0.0,0.14,1.06,81,73.0,14.0,Page 44 Studios,E,PS2
Freelancer,2003,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05,85,90.0,185.0,Digital Anvil,T,PC
Freestyle Metal X,2003,Racing,Midway Games,0.04,0.03,0.0,0.01,0.09,67,83.0,17.0,Deibus Studios,T,PS2
Frequency,2001,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,83,90.0,29.0,Harmonix Music Systems,E,PS2
Frogger 2: Swampy's Revenge,1999,Action,Hasbro Interactive,0.8,0.54,0.0,0.09,1.43,77,79.0,8.0,Blitz Games,E,PS
Frogger 3D,2011,Action,Konami Digital Entertainment,0.16,0.03,0.0,0.01,0.21,54,55.0,8.0,Alpha Unit,E,3DS
Frogger Beyond,2002,Platform,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13,60,72.0,5.0,Konami,E,GC
Frogger's Adventures: The Rescue,2003,Platform,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,59,85.0,6.0,Konami,E,PS2
