Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,User_Count,Developer,Rating
STORM: Frontline Nation,PC,2011.0,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01,60.0,7.2,13.0,SimBin,E10+
Green Lantern: Rise of the Manhunters,X360,2011.0,Action,Warner Bros. Interactive Entertainment,0.07,0.04,0.0,0.01,0.13,59.0,7.2,23.0,Double Helix Games,T
Naruto Shippuden: Ultimate Ninja Impact,PSP,2011.0,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,0.34,59.0,7.2,26.0,Racjin,T
Spider-Man: Edge of Time,PS3,2011.0,Action,Activision,0.13,0.07,0.0,0.03,0.22,58.0,7.2,29.0,Beenox,T
Bleach: Soul Resurreccion,PS3,2011.0,Fighting,Nippon Ichi Software,0.27,0.1,0.07,0.05,0.49,58.0,7.2,46.0,Racjin,T
DiRT 3,X360,2011.0,Racing,Codemasters,0.23,0.4,0.01,0.08,0.72,87.0,7.1,166.0,Codemasters,T
DiRT 3,PS3,2011.0,Racing,Codemasters,0.27,0.57,0.01,0.2,1.06,87.0,7.1,122.0,Codemasters,T
NBA 2K12,PC,2011.0,Sports,Take-Two Interactive,0.09,0.05,0.0,0.02,0.16,86.0,7.1,66.0,Visual Concepts,E
F1 2011,X360,2011.0,Racing,Codemasters,0.11,0.5,0.01,0.09,0.72,84.0,7.1,54.0,Codemasters,E
F1 2011,PS3,2011.0,Racing,Codemasters,0.12,0.74,0.11,0.24,1.2,82.0,7.1,55.0,Codemasters,E
de Blob 2,PS3,2011.0,Platform,THQ,0.11,0.07,0.0,0.03,0.21,74.0,7.1,34.0,Blue Tongue Entertainment,E10+
F.E.A.R. 3,PS3,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.21,0.16,0.01,0.07,0.45,74.0,7.1,103.0,Day 1 Studios,M
LEGO Pirates of the Caribbean: The Video Game,PS3,2011.0,Action,Disney Interactive Studios,0.36,0.43,0.0,0.16,0.95,73.0,7.1,34.0,Traveller's Tales,E10+
Dead Rising 2: Off the Record,PS3,2011.0,Action,Capcom,0.11,0.08,0.1,0.03,0.32,72.0,7.1,35.0,Capcom Vancouver,M
The Lord of the Rings: War in the North,PC,2011.0,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0.0,0.03,0.19,66.0,7.1,289.0,Snowblind Studios,M
IL-2 Sturmovik: Cliffs of Dover,PC,2011.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,60.0,7.1,114.0,1C: Maddox Games,T
Pokemon Rumble Blast,3DS,2011.0,Action,Nintendo,0.47,0.26,0.35,0.07,1.14,56.0,7.1,50.0,Ambrella,E10+
NHL 12,X360,2011.0,Sports,Electronic Arts,0.55,0.1,0.0,0.05,0.7,86.0,7,72.0,Electronic Arts,E10+
Anno 2070,PC,2011.0,Strategy,Ubisoft,0.0,1.13,0.0,0.29,1.43,83.0,7,493.0,"Blue Byte, Related Designs",T
Driver: San Francisco,PC,2011.0,Racing,Ubisoft,0.05,0.1,0.0,0.03,0.18,80.0,7,332.0,Ubisoft Reflections,T
Pro Evolution Soccer 2012,Wii,2011.0,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,79.0,7,12.0,Konami,E
F.E.A.R. 3,X360,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.3,0.11,0.01,0.04,0.45,75.0,7,139.0,Day 1 Studios,M
El Shaddai: Ascension of the Metatron,X360,2011.0,Action,Ignition Entertainment,0.07,0.05,0.03,0.01,0.16,75.0,7,47.0,Ignition Entertainment,T
LEGO Pirates of the Caribbean: The Video Game,X360,2011.0,Action,Disney Interactive Studios,0.54,0.39,0.0,0.09,1.03,73.0,7,31.0,Traveller's Tales,E10+
LEGO Pirates of the Caribbean: The Video Game,Wii,2011.0,Action,Disney Interactive Studios,0.73,0.67,0.0,0.15,1.55,73.0,7,13.0,Traveller's Tales,E10+
Red Faction: Armageddon,X360,2011.0,Shooter,THQ,0.18,0.16,0.01,0.04,0.39,71.0,7,77.0,Volition Inc.,M
Two Worlds II,PS3,2011.0,Role-Playing,Unknown,0.26,0.1,0.06,0.05,0.46,70.0,7,65.0,Reality Pump,M
Puss in Boots,PS3,2011.0,Action,THQ,0.07,0.01,0.0,0.01,0.09,70.0,7,4.0,THQ,E10+
Fishing Resort,Wii,2011.0,Sports,Namco Bandai Games,0.14,0.0,0.25,0.01,0.39,69.0,7,8.0,Prope,E
WWE All Stars,Wii,2011.0,Fighting,THQ,0.1,0.07,0.0,0.02,0.19,68.0,7,8.0,THQ,T
Earth Defense Force: Insect Armageddon,PS3,2011.0,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,63.0,7,24.0,Vicious Cycle,T
PokePark 2: Wonders Beyond,Wii,2011.0,Action,Nintendo,0.26,0.19,0.27,0.04,0.75,60.0,7,27.0,Creatures Inc.,E
Rio,X360,2011.0,Misc,THQ,0.05,0.03,0.0,0.01,0.09,60.0,7,7.0,Eurocom Entertainment Software,E10+
Warriors: Legends of Troy,PS3,2011.0,Action,Tecmo Koei,0.06,0.04,0.07,0.02,0.19,44.0,7,24.0,Tecmo Koei Canada,M
DiRT 3,PC,2011.0,Racing,Codemasters,0.0,0.13,0.0,0.03,0.15,86.0,6.9,433.0,Codemasters,T
Sesame Street: Once Upon A Monster,X360,2011.0,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0.0,0.04,0.52,79.0,6.9,22.0,Double Fine Productions,E
WWE '12,PS3,2011.0,Fighting,THQ,0.53,0.45,0.02,0.17,1.17,72.0,6.9,80.0,Yuke's,T
Dead Island,X360,2011.0,Action,Deep Silver,1.48,0.69,0.0,0.2,2.37,71.0,6.9,627.0,Techland,M
Disney Universe,PS3,2011.0,Action,Disney Interactive Studios,0.3,0.22,0.0,0.09,0.61,70.0,6.9,13.0,Eurocom Entertainment Software,E10+
Sonic Generations,3DS,2011.0,Platform,Sega,0.44,0.47,0.01,0.09,1.02,66.0,6.9,108.0,"Sega, Dimps Corporation",E
LEGO Battles: Ninjago,DS,2011.0,Strategy,Warner Bros. Interactive Entertainment,1.02,0.32,0.0,0.11,1.45,59.0,6.9,11.0,Hellbent Games,E
Crysis 2,PC,2011.0,Action,Electronic Arts,0.16,0.45,0.0,0.13,0.74,86.0,6.8,1594.0,Crytek,M
Dead Island,PC,2011.0,Action,Deep Silver,0.12,0.07,0.0,0.03,0.22,80.0,6.8,1428.0,Techland,M
BlazBlue: Continuum Shift II,PSP,2011.0,Fighting,PQube,0.03,0.02,0.07,0.01,0.13,77.0,6.8,10.0,Arc System Works,T
Tetris Axis,3DS,2011.0,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43,74.0,6.8,28.0,Hudson Soft,E
DC Universe Online,PC,2011.0,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.23,72.0,6.8,243.0,WBIE,T
Sengoku,PC,2011.0,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.01,70.0,6.8,86.0,Paradox Development Studio,T
Major League Baseball 2K11,X360,2011.0,Sports,Take-Two Interactive,0.4,0.03,0.0,0.03,0.45,69.0,6.8,24.0,Visual Concepts,E
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011.0,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02,67.0,6.8,29.0,Ubisoft,M
Jimmie Johnson's Anything With an Engine,PS3,2011.0,Racing,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,67.0,6.8,4.0,Isopod Labs,E10+
Everybody Dance,PS3,2011.0,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,66.0,6.8,8.0,SCEE,T
Michael Jackson: The Experience,X360,2011.0,Misc,Ubisoft,0.62,0.18,0.0,0.07,0.87,63.0,6.8,29.0,Ubisoft Montreal,E10+
Supreme Ruler: Cold War,PC,2011.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,63.0,6.8,27.0,BattleGoat Studios,RP
F1 2011,3DS,2011.0,Racing,Codemasters,0.07,0.08,0.0,0.02,0.16,59.0,6.8,13.0,Codemasters,E
Spider-Man: Edge of Time,X360,2011.0,Action,Activision,0.18,0.05,0.0,0.02,0.25,57.0,6.8,33.0,Beenox,T
NBA 2K12,PS3,2011.0,Sports,Take-Two Interactive,1.62,0.26,0.05,0.18,2.11,90.0,6.7,127.0,Visual Concepts,E
Tiger Woods PGA Tour 12: The Masters,Wii,2011.0,Sports,Electronic Arts,0.2,0.11,0.0,0.03,0.34,85.0,6.7,7.0,Electronic Arts,E
Rage,X360,2011.0,Shooter,Bethesda Softworks,0.82,0.6,0.03,0.15,1.6,81.0,6.7,559.0,id Software,M
Ace Combat: Assault Horizon,PS3,2011.0,Action,Namco Bandai Games,0.3,0.15,0.22,0.07,0.74,77.0,6.7,82.0,Project Aces,T
Red Faction: Armageddon,PC,2011.0,Shooter,THQ,0.05,0.02,0.0,0.01,0.09,75.0,6.7,273.0,Volition Inc.,M
Pro Evolution Soccer 2011 3D,3DS,2011.0,Sports,Konami Digital Entertainment,0.11,0.13,0.11,0.02,0.38,73.0,6.7,18.0,Konami,E
Take On Helicopters,PC,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.01,0.03,70.0,6.7,28.0,Bohemia Interactive,T
MX vs. ATV: Alive,PS3,2011.0,Racing,THQ,0.24,0.15,0.0,0.07,0.46,61.0,6.7,11.0,THQ Digital Studio Phoenix,E
Green Lantern: Rise of the Manhunters,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0.0,0.02,0.17,61.0,6.7,17.0,Double Helix Games,T
Transformers: Dark of the Moon,X360,2011.0,Action,Activision,0.13,0.12,0.0,0.03,0.28,59.0,6.7,30.0,High Moon Studios,T
NCAA Football 12,X360,2011.0,Sports,Electronic Arts,0.94,0.0,0.0,0.06,0.99,82.0,6.6,49.0,EA Sports,E
Pro Evolution Soccer 2012,PS3,2011.0,Action,Konami Digital Entertainment,0.34,0.96,0.55,0.33,2.19,80.0,6.6,132.0,Konami,E
Final Fantasy XIII-2,PS3,2011.0,Role-Playing,Square Enix,0.78,0.73,0.89,0.23,2.63,79.0,6.6,707.0,Square Enix,T
Pro Evolution Soccer 2012,X360,2011.0,Action,Konami Digital Entertainment,0.1,0.34,0.0,0.07,0.5,78.0,6.6,55.0,Konami,E
LEGO Pirates of the Caribbean: The Video Game,PC,2011.0,Action,Disney Interactive Studios,0.03,0.0,0.0,0.0,0.03,73.0,6.6,17.0,Traveller's Tales,E10+
Dead Island,PS3,2011.0,Action,Deep Silver,1.08,0.73,0.15,0.31,2.27,71.0,6.6,405.0,Techland,M
WWE All Stars,PSP,2011.0,Fighting,THQ,0.12,0.04,0.0,0.03,0.18,70.0,6.6,5.0,THQ,T
Virtua Tennis 4,PS3,2011.0,Sports,Sega,0.09,0.24,0.03,0.08,0.44,69.0,6.6,28.0,Sega,E
Two Worlds II,X360,2011.0,Role-Playing,Unknown,0.4,0.07,0.03,0.03,0.54,67.0,6.6,140.0,Reality Pump,M
Phineas and Ferb: Across the 2nd Dimension,PS3,2011.0,Action,Disney Interactive Studios,0.15,0.11,0.0,0.05,0.32,63.0,6.6,9.0,High Impact Games,E10+
Rayman 3D,3DS,2011.0,Platform,Ubisoft,0.23,0.35,0.0,0.06,0.64,61.0,6.6,48.0,Ubisoft Casablanca,E
Hunted: The Demon's Forge,PC,2011.0,Action,Bethesda Softworks,0.03,0.01,0.0,0.0,0.05,61.0,6.6,127.0,InXile Entertainment,M
James Noir's Hollywood Crimes,3DS,2011.0,Adventure,Ubisoft,0.07,0.07,0.0,0.01,0.15,60.0,6.6,5.0,Ubisoft,T
Army Corps of Hell,PSV,2011.0,Action,Square Enix,0.04,0.04,0.0,0.02,0.09,57.0,6.6,28.0,"Entersphere, Inc.",M
Harry Potter and the Deathly Hallows - Part 2,Wii,2011.0,Action,Electronic Arts,0.17,0.13,0.0,0.03,0.33,47.0,6.6,5.0,EA Bright Light,T
Two Worlds II,PC,2011.0,Role-Playing,Unknown,0.09,0.09,0.0,0.02,0.2,76.0,6.5,315.0,Reality Pump,M
UFC Personal Trainer: The Ultimate Fitness System,X360,2011.0,Sports,THQ,0.53,0.18,0.0,0.06,0.77,70.0,6.5,15.0,THQ,E
Kinect Sports: Season Two,X360,2011.0,Sports,Microsoft Game Studios,1.38,0.72,0.02,0.22,2.34,66.0,6.5,39.0,"Rare Ltd., BigPark",E
Medieval Moves: Deadmund's Quest,PS3,2011.0,Action,Sony Computer Entertainment,0.13,0.11,0.0,0.04,0.28,61.0,6.5,17.0,Zindagi Games,E10+
Way of the Samurai 4,PS3,2011.0,Action,Nippon Ichi Software,0.0,0.03,0.16,0.01,0.19,58.0,6.5,15.0,Acquire,M
Supremacy MMA,PS3,2011.0,Fighting,505 Games,0.07,0.03,0.0,0.02,0.12,47.0,6.5,4.0,Kung Fu Factory,M
Winter Stars,X360,2011.0,Sports,Deep Silver,0.05,0.03,0.0,0.01,0.09,46.0,6.5,4.0,49Games,E
The Elder Scrolls V: Skyrim,PS3,2011.0,Role-Playing,Bethesda Softworks,2.55,2.6,0.25,1.0,6.41,92.0,6.4,2527.0,Bethesda Game Studios,M
WWE All Stars,PS3,2011.0,Fighting,THQ,0.16,0.18,0.0,0.07,0.41,75.0,6.4,36.0,THQ,T
Resident Evil: The Mercenaries 3D,3DS,2011.0,Action,Capcom,0.16,0.16,0.13,0.03,0.49,65.0,6.4,110.0,Capcom,M
Rango: The Video Game,PS3,2011.0,Action,Electronic Arts,0.07,0.09,0.0,0.03,0.19,65.0,6.4,7.0,Behaviour Interactive,E10+
Air Conflicts: Secret Wars,PC,2011.0,Simulation,bitComposer Games,0.0,0.02,0.0,0.01,0.03,65.0,6.4,24.0,Games Farm,T
Need for Speed: The Run,PS3,2011.0,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,64.0,6.4,182.0,Black Box,T
Captain America: Super Soldier,X360,2011.0,Action,Sega,0.11,0.05,0.0,0.01,0.17,60.0,6.4,37.0,Next Level Games,T
Spider-Man: Edge of Time,3DS,2011.0,Action,Activision,0.08,0.03,0.0,0.01,0.12,50.0,6.4,12.0,Beenox,T
Final Fantasy XIII-2,X360,2011.0,Role-Playing,Square Enix,0.36,0.29,0.02,0.06,0.73,79.0,6.3,268.0,Square Enix,T
Pro Evolution Soccer 2012,PSP,2011.0,Action,Konami Digital Entertainment,0.1,0.11,0.29,0.06,0.57,74.0,6.3,8.0,Konami,E
Goldeneye 007: Reloaded,PS3,2011.0,Shooter,Activision,0.33,0.33,0.0,0.12,0.78,72.0,6.3,52.0,Eurocom Entertainment Software,T
Major League Baseball 2K11,PS3,2011.0,Sports,Take-Two Interactive,0.15,0.03,0.0,0.02,0.2,72.0,6.3,9.0,Visual Concepts,E
WWE '12,X360,2011.0,Fighting,THQ,0.74,0.4,0.0,0.12,1.27,71.0,6.3,89.0,Yuke's,T
Dungeon Siege III,PS3,2011.0,Role-Playing,Square Enix,0.17,0.13,0.03,0.05,0.39,71.0,6.3,86.0,Obsidian Entertainment,T
SOCOM 4: U.S. Navy SEALs,PS3,2011.0,Shooter,Sony Computer Entertainment,0.66,0.11,0.04,0.08,0.89,67.0,6.3,121.0,Zipper Interactive,M
Operation Flashpoint: Red River,PS3,2011.0,Shooter,Codemasters,0.06,0.14,0.07,0.05,0.32,67.0,6.3,18.0,Codemasters,M
Steel Diver,3DS,2011.0,Action,Nintendo,0.31,0.09,0.05,0.03,0.49,58.0,6.3,29.0,Nintendo,E10+
The First Templar,X360,2011.0,Action,Kalypso Media,0.06,0.04,0.0,0.01,0.1,52.0,6.3,26.0,Haemimont,T
Rage,PS3,2011.0,Shooter,Bethesda Softworks,0.47,0.58,0.06,0.2,1.31,81.0,6.2,353.0,id Software,M
Ultimate Marvel vs. Capcom 3,PS3,2011.0,Fighting,Capcom,0.0,0.04,0.04,0.01,0.09,80.0,6.2,114.0,Capcom,T
Ultimate Marvel vs. Capcom 3,X360,2011.0,Fighting,Capcom,0.0,0.03,0.04,0.0,0.07,79.0,6.2,85.0,Capcom,T
Ace Combat: Assault Horizon,X360,2011.0,Action,Namco Bandai Games,0.3,0.12,0.03,0.04,0.49,78.0,6.2,82.0,Project Aces,T
Virtua Tennis 4,X360,2011.0,Sports,Sega,0.11,0.09,0.01,0.02,0.23,70.0,6.2,12.0,Sega,E
F1 2011,PSV,2011.0,Racing,Codemasters,0.03,0.07,0.01,0.02,0.13,66.0,6.2,25.0,Codemasters,E
Driver: San Francisco,Wii,2011.0,Racing,Ubisoft,0.06,0.09,0.0,0.02,0.16,64.0,6.2,10.0,Ubisoft Reflections,T
Hunted: The Demon's Forge,PS3,2011.0,Action,Bethesda Softworks,0.12,0.08,0.02,0.03,0.25,57.0,6.2,70.0,InXile Entertainment,M
Supremacy MMA,X360,2011.0,Fighting,505 Games,0.05,0.02,0.0,0.01,0.08,49.0,6.2,11.0,Kung Fu Factory,M
Tiger Woods PGA Tour 12: The Masters,X360,2011.0,Sports,Electronic Arts,0.4,0.16,0.0,0.05,0.62,80.0,6.1,25.0,Electronic Arts,E
The Sims: Medieval,PC,2011.0,Simulation,Electronic Arts,0.28,0.32,0.0,0.09,0.69,77.0,6.1,173.0,The Sims Studio,T
Operation Flashpoint: Red River,X360,2011.0,Shooter,Codemasters,0.1,0.14,0.01,0.03,0.28,69.0,6.1,29.0,Codemasters,M
MotoGP 10/11,PS3,2011.0,Racing,Capcom,0.04,0.1,0.0,0.03,0.17,68.0,6.1,23.0,Monumental Games,E
LEGO Star Wars III: The Clone Wars,3DS,2011.0,Action,LucasArts,0.61,0.43,0.0,0.09,1.13,67.0,6.1,31.0,Traveller's Tales,E10+
BlazBlue: Continuum Shift II,3DS,2011.0,Fighting,PQube,0.05,0.01,0.04,0.01,0.11,64.0,6.1,19.0,Arc System Works,T
The Adventures of Tintin: The Game,X360,2011.0,Action,Ubisoft,0.07,0.13,0.0,0.03,0.24,63.0,6.1,12.0,Ubisoft Montpellier,E10+
Wii Play: Motion,Wii,2011.0,Misc,Nintendo,0.23,0.42,0.18,0.09,0.92,60.0,6.1,16.0,Nintendo,E10+
PlayStation Move Heroes,PS3,2011.0,Platform,Sony Computer Entertainment,0.08,0.06,0.0,0.03,0.17,53.0,6.1,16.0,Nihilistic,E10+
Doctor Lautrec and the Forgotten Knights,3DS,2011.0,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.01,0.16,53.0,6.1,8.0,WinkySoft,E10+
MLB 11: The Show,PSP,2011.0,Sports,Sony Computer Entertainment,0.15,0.0,0.0,0.02,0.17,77.0,6,5.0,SCEA San Diego Studios,E
Just Dance 3,PS3,2011.0,Misc,Ubisoft,0.33,0.2,0.0,0.09,0.62,75.0,6,7.0,Ubisoft,E10+
Jonah Lomu Rugby Challenge,X360,2011.0,Sports,Home Entertainment Suppliers,0.09,0.19,0.0,0.03,0.31,73.0,6,8.0,Sidhe Interactive,E
Goldeneye 007: Reloaded,X360,2011.0,Shooter,Activision,0.25,0.2,0.0,0.05,0.5,72.0,6,96.0,Eurocom Entertainment Software,T
Homefront,X360,2011.0,Shooter,THQ,0.83,0.48,0.02,0.12,1.45,70.0,6,399.0,Kaos Studios,M
Brink,PC,2011.0,Shooter,Bethesda Softworks,0.06,0.09,0.0,0.03,0.18,70.0,6,547.0,Splash Damage,T
Need for Speed: The Run,X360,2011.0,Action,Electronic Arts,0.63,0.57,0.0,0.15,1.36,68.0,6,160.0,Black Box,T
Darkspore,PC,2011.0,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12,65.0,6,133.0,Maxis,T
Need for Speed: The Run,3DS,2011.0,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,65.0,6,26.0,Firebrand Games,E10+
SpongeBob SquigglePants 3D,3DS,2011.0,Misc,THQ,0.13,0.05,0.0,0.02,0.19,64.0,6,8.0,WayForward,E
Hunted: The Demon's Forge,X360,2011.0,Action,Bethesda Softworks,0.13,0.06,0.0,0.02,0.22,61.0,6,116.0,InXile Entertainment,M
Disney Universe,Wii,2011.0,Action,Disney Interactive Studios,0.64,0.28,0.0,0.1,1.02,61.0,6,5.0,Eurocom Entertainment Software,E10+
Cooking Mama 4: Kitchen Magic!,3DS,2011.0,Simulation,505 Games,0.5,0.07,0.0,0.05,0.61,56.0,6,7.0,Cooking Mama Limited,E
The Cursed Crusade,PC,2011.0,Action,DTP Entertainment,0.0,0.03,0.0,0.01,0.03,55.0,6,33.0,Kylotonn,M
Sniper: Ghost Warrior,PS3,2011.0,Shooter,City Interactive,0.27,0.34,0.04,0.13,0.79,53.0,6,34.0,City Interactive,M
Knights Contract,PS3,2011.0,Action,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,51.0,6,8.0,Game Republic,M
Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.96,85.0,5.9,2748.0,"LucasArts, BioWare",T
Madden NFL 12,X360,2011.0,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69,78.0,5.9,94.0,EA Tiburon,E
F.E.A.R. 3,PC,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03,0.15,74.0,5.9,420.0,Day 1 Studios,M
Major League Baseball 2K11,PC,2011.0,Sports,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08,74.0,5.9,16.0,Visual Concepts,E
Dungeon Siege III,X360,2011.0,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37,72.0,5.9,102.0,Obsidian Entertainment,T
Cartoon Network: Punch Time Explosion,3DS,2011.0,Fighting,Deep Silver,0.07,0.02,0.0,0.01,0.1,58.0,5.9,28.0,Papaya Studios,E10+
Cubic Ninja,3DS,2011.0,Platform,Ubisoft,0.05,0.04,0.0,0.01,0.1,51.0,5.9,14.0,AQ Interactive,E
NCAA Football 12,PS3,2011.0,Sports,Electronic Arts,0.78,0.0,0.0,0.05,0.83,82.0,5.8,41.0,EA Sports,E
Brink,PS3,2011.0,Shooter,Bethesda Softworks,0.29,0.32,0.01,0.12,0.73,72.0,5.8,168.0,Splash Damage,T
Need for Speed: The Run,PC,2011.0,Action,Electronic Arts,0.09,0.21,0.0,0.07,0.36,69.0,5.8,338.0,Black Box,T
Brink,X360,2011.0,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.03,68.0,5.8,404.0,Splash Damage,T
The Black Eyed Peas Experience,X360,2011.0,Misc,Ubisoft,0.2,0.1,0.0,0.03,0.32,66.0,5.8,8.0,iNiS,T
Breach,PC,2011.0,Shooter,Destineer,0.01,0.0,0.0,0.0,0.01,61.0,5.8,43.0,Atomic Games,T
Michael Jackson: The Experience,PSV,2011.0,Misc,Ubisoft,0.04,0.03,0.0,0.02,0.09,57.0,5.8,19.0,Ubisoft,E10+
The First Templar,PC,2011.0,Action,Kalypso Media,0.06,0.01,0.0,0.01,0.08,57.0,5.8,60.0,Haemimont,T
Dragon Ball Z: Ultimate Tenkaichi,X360,2011.0,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54,55.0,5.8,52.0,Spike,T
Homefront,PS3,2011.0,Shooter,THQ,0.32,0.39,0.04,0.15,0.9,70.0,5.7,174.0,Kaos Studios,M
The Adventures of Tintin: The Game,PS3,2011.0,Action,Ubisoft,0.06,0.15,0.0,0.05,0.26,59.0,5.7,13.0,Ubisoft Montpellier,E10+
APB Reloaded,PC,2011.0,Role-Playing,Iceberg Interactive,0.02,0.01,0.0,0.0,0.04,56.0,5.7,269.0,"Reloaded Productions, Reloaded Games Inc.",M
The Adventures of Tintin: The Game,3DS,2011.0,Action,Ubisoft,0.05,0.09,0.0,0.02,0.15,56.0,5.7,12.0,Ubisoft Montpellier,E10+
Duke Nukem Forever,PC,2011.0,Shooter,Take-Two Interactive,0.18,0.17,0.0,0.06,0.41,54.0,5.7,1183.0,"Gearbox Software, 3D Realms",M
uDraw Studio: Instant Artist,X360,2011.0,Misc,THQ,0.01,0.01,0.0,0.0,0.02,54.0,5.7,6.0,THQ,E
Call of Juarez: The Cartel,X360,2011.0,Shooter,Ubisoft,0.14,0.1,0.0,0.03,0.27,47.0,5.7,109.0,Techland,M
Harry Potter and the Deathly Hallows - Part 2,PS3,2011.0,Action,Electronic Arts,0.14,0.13,0.0,0.05,0.32,43.0,5.7,27.0,EA Bright Light,T
Thor: God of Thunder,X360,2011.0,Action,Sega,0.09,0.04,0.0,0.01,0.14,38.0,5.7,22.0,Liquid Entertainment,T
Skylanders: Spyro's Adventure,Wii,2011.0,Action,Activision,1.35,1.13,0.0,0.3,2.78,81.0,5.6,31.0,Toys for Bob,E10+
Dungeons - The Dark Lord,PC,2011.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,72.0,5.6,16.0,Kalypso,M
Age of Empires Online,PC,2011.0,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06,70.0,5.6,186.0,Gas Powered Games,E10+
Cities XL 2012,PC,2011.0,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,61.0,5.6,95.0,Monte Cristo Multimedia,E
Transformers: Dark of the Moon,PS3,2011.0,Action,Activision,0.11,0.18,0.0,0.06,0.34,57.0,5.6,27.0,High Moon Studios,T
Rugby World Cup 2011,PS3,2011.0,Sports,505 Games,0.0,0.24,0.0,0.07,0.32,50.0,5.6,7.0,HB Studios Multimedia,E
Knights Contract,X360,2011.0,Action,Namco Bandai Games,0.05,0.03,0.0,0.01,0.08,49.0,5.6,16.0,Game Republic,M
Wipeout: In The Zone,X360,2011.0,Misc,Activision,0.87,0.0,0.0,0.06,0.93,39.0,5.6,8.0,Activision,E10+
X-Men: Destiny,DS,2011.0,Action,Activision,0.05,0.01,0.0,0.0,0.06,33.0,5.6,7.0,Silicon Knights,E10+
Madden NFL 12,PS3,2011.0,Sports,Electronic Arts,1.93,0.15,0.0,0.17,2.25,79.0,5.5,56.0,EA Tiburon,E
Homefront,PC,2011.0,Shooter,THQ,0.11,0.1,0.0,0.03,0.24,70.0,5.5,531.0,Digital Extremes,M
Little Deviants,PSV,2011.0,Platform,Sony Computer Entertainment,0.14,0.12,0.0,0.04,0.3,57.0,5.5,53.0,Bigbig Studios,E10+
Airline Tycoon 2,PC,2011.0,Simulation,Kalypso Media,0.0,0.04,0.0,0.01,0.05,57.0,5.5,30.0,Kalypso,E
Super Monkey Ball 3D,3DS,2011.0,Action,Sega,0.26,0.15,0.05,0.04,0.49,55.0,5.5,31.0,Sega,E
Frogger 3D,3DS,2011.0,Action,Konami Digital Entertainment,0.16,0.03,0.0,0.01,0.21,54.0,5.5,8.0,Alpha Unit,E
Tom Clancy's Splinter Cell 3D,3DS,2011.0,Action,Ubisoft,0.14,0.07,0.07,0.02,0.3,53.0,5.5,26.0,Ubisoft,T
Call of Juarez: The Cartel,PS3,2011.0,Shooter,Ubisoft,0.12,0.12,0.0,0.05,0.29,45.0,5.5,74.0,Techland,M
Fable III,PC,2011.0,Role-Playing,Microsoft Game Studios,0.1,0.17,0.0,0.05,0.32,75.0,5.4,555.0,Lionhead Studios,M
Dragon Ball Z: Ultimate Tenkaichi,PS3,2011.0,Fighting,Namco Bandai Games,0.27,0.18,0.09,0.07,0.61,58.0,5.4,77.0,Spike,T
Harry Potter and the Deathly Hallows - Part 2,X360,2011.0,Action,Electronic Arts,0.19,0.11,0.0,0.03,0.33,44.0,5.4,24.0,EA Bright Light,T
Pac-Man Party 3D,3DS,2011.0,Misc,Namco Bandai Games,0.09,0.04,0.0,0.01,0.15,43.0,5.4,11.0,Namco Bandai Games,E
